,DATE,SNOW,SNWD,TMAX,TMIN,WEEKDAY,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,Flux,PrevFlux24,PrevFlux48,SNOW24,SNOW48,SNOW7,MON,TUE,WED,THU,FRI,SAT,SUN,KMEANS30,KMEANS29,KMEANS28,KMEANS27,KMEANS26,KMEANS25,KMEANS24,KMEANS23,KMEANS22,KMEANS21,KMEANS20,KMEANS19,KMEANS18,KMEANS17,KMEANS16,KMEANS15,KMEANS14,KMEANS13,KMEANS12,KMEANS11,KMEANS10,KMEANS9,KMEANS8,KMEANS7,KMEANS6,KMEANS5,KMEANS4,KMEANS3
3956,2014-12-02,0.0,6.0,44.0,27.0,1,5,10,4,-6,-26,-40,-24,226,128,84,35,4,38,24,-83,-1,-130,-73,-52,-42,-32,-30,10,4,33,-29.0,-979.0,0.5,0.5,6.1,0.5,1.0,0.5,0.0,0.0,0.0,0.0,9,11,1,25,14,8,3,8,20,0,11,1,16,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
3957,2014-12-03,0.0,5.0,47.0,21.0,2,10,14,5,-5,-36,-70,-7,231,77,94,25,24,54,-56,5,-26,-61,-58,-31,-27,-55,-8,-24,5,80,33.0,4.0,0.0,0.5,6.1,0.0,0.5,1.0,0.5,0.0,0.0,0.0,20,20,5,13,20,5,7,16,1,12,13,8,13,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
3958,2014-12-04,0.0,5.0,35.0,22.0,3,3,5,-9,-9,-36,-59,7,211,132,39,49,2,-34,3,-24,-47,-70,-85,-69,-15,19,-20,-21,8,-20,80.0,113.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,25,3,18,9,25,16,20,19,8,15,2,3,2,15,7,7,12,11,7,3,3,4,4,6,0,2,0,2
3959,2014-12-05,0.0,5.0,39.0,25.0,4,4,6,2,-3,-21,-66,10,184,75,20,17,80,23,-27,24,54,-84,-75,6,2,27,48,13,-3,316,-20.0,60.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,22,16,13,10,6,11,5,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
3960,2014-12-06,0.0,4.0,46.0,24.0,5,-2,5,4,-7,-32,-30,-43,-32,51,62,54,-21,-26,-24,-32,-12,-72,106,83,5,0,-3,8,-4,38,316.0,296.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1,27,24,20,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
3961,2014-12-07,0.0,3.0,45.0,24.0,6,10,-1,0,-11,-21,-10,-11,-23,-52,-60,-161,-104,-59,-76,-12,10,17,32,-9,39,28,7,18,15,-434,38.0,354.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,25,1,13,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
3962,2014-12-08,0.0,3.0,46.0,20.0,0,14,-4,0,-9,-30,-41,-3,240,117,69,68,-18,10,-28,-59,-82,-75,-95,-18,-32,-36,-12,4,-4,-24,-434.0,-396.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,3,13,6,21,18,9,11,21,21,3,6,6,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
3963,2014-12-09,0.0,3.0,45.0,13.0,1,-1,8,2,-15,-25,-62,-22,220,96,63,65,69,34,0,-18,-107,-78,-18,-51,-26,-71,-20,-1,-9,33,-24.0,-458.0,0.0,0.0,-0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,9,11,1,25,14,8,9,8,5,0,1,1,16,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
3964,2014-12-10,0.0,3.0,43.0,12.0,2,5,3,-5,-5,-22,-57,-3,189,142,28,33,28,-1,-34,-51,-75,-96,-24,-36,-29,-57,-20,-5,-16,-108,33.0,9.0,0.0,0.0,-0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,20,20,5,13,20,5,7,16,1,12,13,8,13,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
3965,2014-12-11,0.0,2.0,42.0,13.0,3,3,8,4,1,-24,-49,-8,184,105,32,7,43,50,-39,-9,-58,-76,-46,5,-3,23,-44,3,-6,106,-108.0,-75.0,0.0,0.0,-0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,25,3,18,9,25,16,20,19,8,15,2,3,2,15,7,7,12,11,7,3,3,4,4,6,0,2,0,2
3966,2014-12-12,0.0,2.0,45.0,12.0,4,3,-3,-4,-3,-27,-51,-3,152,41,0,96,83,35,26,17,-5,-16,-56,81,17,27,94,48,2,554,106.0,-2.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,22,16,13,10,6,11,5,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
3967,2014-12-13,0.0,2.0,41.0,16.0,5,9,-1,-6,-2,-23,-16,-16,-29,-54,21,0,22,-4,32,16,-37,-1,73,25,34,-26,23,9,5,54,554.0,660.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1,27,24,20,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
3968,2014-12-14,3.8,6.0,47.0,25.0,6,1,3,12,-7,-41,6,5,15,-1,-48,-90,-167,-130,-84,3,-45,6,8,7,30,4,23,22,13,-455,54.0,608.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,25,8,13,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
3969,2014-12-15,5.8,11.0,30.0,22.0,0,19,3,-12,-7,-42,-72,-8,202,147,40,10,16,3,-1,13,-96,-101,-88,-75,-11,-22,-24,8,6,-92,-455.0,-401.0,3.8,3.8,3.8,1.0,0.5,0.0,0.0,0.0,0.0,0.5,26,13,16,21,18,9,11,21,21,3,6,6,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
3970,2014-12-17,1.0,10.0,29.0,8.0,2,0,-2,2,-14,-29,-59,28,231,62,42,9,51,24,2,-33,-64,-72,-39,-17,-26,-52,-14,-1,11,40,-92.0,-547.0,5.8,9.6,9.6,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,7,2,5,18,12,5,17,6,7,14,4,12,5,8,7,3,10,5,8,1,0,0,0,2,0,1
3971,2014-12-18,0.0,9.0,32.0,24.0,3,9,0,5,-17,-40,-11,-20,175,112,33,-1,95,8,-30,-8,-25,-56,-43,-71,-45,-27,-17,-9,-9,8,40.0,-52.0,1.0,6.8,10.6,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,15,1,8,15,4,3,2,15,7,12,0,5,7,3,3,4,4,6,0,2,0,2
3972,2014-12-19,0.5,9.0,33.0,16.0,4,11,9,5,-3,-30,-36,-23,162,134,56,-1,16,29,-21,26,-80,22,22,47,41,28,29,31,6,480,8.0,48.0,0.0,1.0,10.6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,5,7,4,10,22,10,8,18,7,9,18,18,7,3,8,4,5,9,0,6,0,3,2,4,1,1,1,2
3973,2014-12-20,0.0,9.0,32.0,14.0,5,-9,5,4,6,-31,-28,13,-32,21,7,14,100,62,133,17,91,48,25,123,42,24,37,18,-8,682,480.0,488.0,0.5,0.5,11.1,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,10,8,4,3,14,2,13,3,8,6,10,5,0,5,3,3,3,1,0
3974,2014-12-21,3.0,12.0,28.0,16.0,6,-4,12,-4,5,-27,-11,10,5,20,15,20,-25,41,33,14,-14,30,29,5,32,-17,7,22,35,233,682.0,1162.0,0.0,0.5,11.1,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7,10,8,1,11,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
3975,2014-12-22,4.5,15.0,36.0,25.0,0,3,8,-9,0,-34,-24,17,151,157,-1,-49,-14,-30,-30,-30,-52,-48,-107,-20,19,-24,25,-7,-20,-119,233.0,915.0,3.0,3.0,14.1,1.0,0.5,0.0,0.0,0.0,0.0,0.5,26,15,16,11,12,1,14,12,10,14,15,13,1,0,14,5,2,10,2,8,6,2,3,5,5,4,3,1
3976,2014-12-23,1.0,13.0,33.0,12.0,1,-1,4,8,-12,-22,16,9,85,85,29,-84,34,-13,26,78,-25,-88,-92,-8,6,-8,-15,-17,1,-4,-119.0,114.0,4.5,7.5,14.8,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0,4,11,4,10,21,23,4,11,17,19,9,8,9,12,0,4,6,8,4,7,6,7,2,4,4,3,1
3977,2014-12-24,0.0,11.0,29.0,2.0,2,0,8,-8,-11,-26,4,7,85,134,-4,-2,-25,-21,-23,-15,12,-40,27,0,-9,22,4,-1,2,120,-4.0,-123.0,1.0,5.5,10.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,7,2,5,18,12,5,17,6,7,14,4,12,5,8,7,3,10,5,8,1,0,0,0,2,0,1
3978,2014-12-25,5.0,16.0,29.0,2.0,3,8,-3,4,-6,0,1,10,-14,33,-8,-16,6,-36,8,64,19,-5,60,33,21,24,22,-7,3,221,120.0,116.0,0.0,1.0,9.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,2,0,8,0,15,1,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
3979,2014-12-26,4.1,19.0,30.0,19.0,4,13,9,-12,0,-26,-7,-7,36,64,-1,-69,34,62,45,127,59,96,27,108,96,17,43,1,9,724,221.0,341.0,5.0,5.0,14.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,5,7,4,14,22,2,8,15,18,13,17,7,14,3,8,1,11,9,0,6,4,3,2,4,1,1,1,2
3980,2014-12-27,1.0,19.0,19.0,10.0,5,8,1,-7,5,-20,-14,-8,-12,11,-122,-200,-43,43,77,99,104,64,203,111,51,57,-1,-16,6,397,724.0,945.0,4.1,9.1,17.6,0.0,0.0,0.0,0.0,0.5,1.0,0.5,21,24,9,15,9,7,18,6,15,10,16,15,3,14,2,13,3,8,6,10,5,0,5,3,3,3,1,0
3981,2014-12-28,1.0,19.0,20.0,-2.0,6,0,7,-1,-2,-31,-13,-2,-57,-44,-59,-140,-31,-34,24,61,78,48,42,76,-1,6,20,0,10,-43,397.0,1121.0,1.0,5.1,18.6,0.5,0.0,0.0,0.0,0.0,0.5,1.0,4,6,8,16,23,12,6,3,6,11,3,2,11,8,10,10,13,7,3,7,1,5,1,1,2,0,2,0
3982,2014-12-29,5.1,21.0,19.0,3.0,0,9,8,-16,-13,-49,11,30,167,172,36,16,5,11,-24,-20,-18,-133,-100,-11,-1,19,31,-45,-12,73,-43.0,354.0,1.0,2.0,16.6,1.0,0.5,0.0,0.0,0.0,0.0,0.5,26,15,16,11,12,1,14,12,10,14,15,13,1,0,14,5,2,6,2,4,6,6,3,5,5,4,3,1
3983,2014-12-30,0.0,18.0,19.0,-2.0,1,4,13,1,-8,-27,-18,15,78,143,8,-58,31,16,-12,-36,-14,-38,-113,-9,8,-13,24,19,-14,0,73.0,30.0,5.1,6.1,17.2,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0,22,11,4,10,21,23,4,11,17,19,9,8,9,12,0,4,6,8,4,7,6,7,2,4,4,3,1
3984,2015-01-03,0.0,16.0,24.0,-6.0,5,-3,0,6,-19,-38,-53,-60,-91,-83,-234,-236,-107,-145,-40,-1,11,-12,27,14,63,-2,-4,-24,-17,-1048,0.0,73.0,0.0,5.1,16.2,0.0,0.0,0.0,0.0,0.5,1.0,0.5,10,24,9,18,9,7,18,6,15,10,16,15,3,14,2,13,3,8,6,10,1,0,5,3,3,3,2,0
3985,2015-01-04,1.1,17.0,24.0,12.0,6,-2,6,4,-11,-32,-8,-37,-83,-98,-189,-148,-140,-111,-60,40,-7,-58,35,41,82,25,-10,13,8,-740,-1048.0,-1048.0,0.0,0.0,16.2,0.5,0.0,0.0,0.0,0.0,0.5,1.0,4,6,17,16,23,12,6,3,6,11,3,2,11,8,10,10,13,7,3,7,1,5,1,1,2,0,2,0
3986,2015-01-05,0.0,17.0,23.0,13.0,0,-1,13,-5,0,-31,-67,13,176,73,69,23,49,52,23,10,-1,-95,-60,38,4,-28,14,22,-2,289,-740.0,-1788.0,1.1,1.1,12.3,1.0,0.5,0.0,0.0,0.0,0.0,0.5,26,15,16,11,12,1,14,12,10,3,15,6,1,0,14,5,2,10,2,8,6,2,3,5,5,4,3,1
3987,2015-01-06,0.0,15.0,36.0,21.0,1,24,8,-5,4,-44,-10,-1,242,184,19,-2,21,62,21,-21,-121,-145,-124,-34,4,8,-16,-20,-8,46,289.0,-451.0,0.0,1.1,8.2,0.5,1.0,0.5,0.0,0.0,0.0,0.0,9,4,21,25,14,8,3,4,20,0,11,9,16,9,12,0,4,0,1,0,2,8,7,2,4,4,3,1
3988,2015-01-07,0.0,14.0,43.0,16.0,2,10,4,1,-8,-32,-27,17,191,145,27,42,23,43,-5,-5,-15,-159,-100,-48,-54,-42,10,-21,-16,-19,46.0,335.0,0.0,0.0,7.2,0.0,0.5,1.0,0.5,0.0,0.0,0.0,20,20,5,13,20,5,7,16,1,12,13,8,13,12,5,8,7,3,10,5,8,1,0,0,0,2,0,1
3989,2015-01-08,0.0,14.0,40.0,14.0,3,-7,4,-2,-14,-32,-35,-16,203,89,63,-12,-13,27,0,-29,-18,-113,-27,22,-7,-34,-34,-29,-3,-17,-19.0,27.0,0.0,0.0,6.2,0.0,0.0,0.5,1.0,0.5,0.0,0.0,25,3,18,9,25,16,20,19,8,15,2,3,2,15,7,7,12,11,7,3,3,4,4,6,0,2,0,2
3990,2015-01-09,0.0,13.0,44.0,14.0,4,-4,17,-9,-6,-38,-12,-18,175,17,-5,-38,40,-36,-31,4,-3,-106,-56,6,100,46,61,27,-5,126,-17.0,-36.0,0.0,0.0,1.1,0.0,0.0,0.0,0.5,1.0,0.5,0.0,22,16,13,10,6,11,5,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
3991,2015-01-10,0.0,13.0,36.0,7.0,5,-13,6,-11,-6,-37,-66,-106,-126,-92,-260,-317,-100,-53,40,-16,1,-5,42,30,4,-2,-30,5,-19,-1131,126.0,109.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.5,1.0,0.5,10,5,0,18,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,2,0
3992,2015-01-11,1.6,14.0,32.0,7.0,6,-6,11,0,3,-22,-15,-18,-44,-84,-98,-114,-38,-59,-30,-26,-5,26,20,-32,17,22,47,12,24,-409,-1131.0,-1005.0,0.0,0.0,1.1,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,25,1,13,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
3993,2015-01-12,1.8,16.0,34.0,26.0,0,22,4,-9,-3,-39,-23,-14,186,120,42,15,41,-57,-2,58,-115,-66,-111,-13,-12,-49,-9,-19,2,-51,-409.0,-1540.0,1.6,1.6,1.6,1.0,0.5,0.0,0.0,0.0,0.0,0.5,3,13,6,21,18,9,11,21,21,3,6,6,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
3994,2015-01-17,0.7,14.0,35.0,5.0,5,18,15,9,-4,-42,-14,17,15,65,58,27,33,44,86,69,53,-76,116,25,-11,31,-29,0,5,510,-51.0,-460.0,1.8,3.4,3.4,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,1,8,4,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
3995,2015-01-18,0.0,14.0,38.0,8.0,6,2,7,-8,-5,-19,-11,-4,-17,29,-138,-154,-125,-42,-41,-4,-34,-70,23,-20,61,-15,-3,-7,-6,-601,510.0,459.0,0.7,2.5,4.1,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7,18,8,8,11,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
3996,2015-01-19,0.0,14.0,43.0,14.0,0,17,1,-5,-18,-53,-37,-35,-19,-50,-154,-295,-131,-104,-104,-139,-159,-161,-31,-63,-21,12,5,-18,-2,-1564,-601.0,-91.0,0.0,0.7,4.1,1.0,0.5,0.0,0.0,0.0,0.0,0.5,16,1,15,22,16,20,16,0,19,7,12,12,15,11,9,2,8,7,3,7,1,2,3,5,5,0,2,1
3997,2015-01-20,0.9,14.0,37.0,19.0,1,11,10,6,-11,-45,-34,-41,161,101,0,13,-28,-15,-38,16,-116,-78,-29,-17,-45,-53,-27,1,-14,-272,-1564.0,-2165.0,0.0,0.0,4.1,0.5,1.0,0.5,0.0,0.0,0.0,0.0,9,11,1,25,14,8,3,8,20,0,11,1,16,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
3998,2015-01-21,0.0,14.0,34.0,7.0,2,12,-5,0,-15,-50,-17,-6,173,108,32,7,0,-25,4,28,-122,-110,-49,-54,-56,-38,1,4,-2,-180,-272.0,-1836.0,0.9,0.9,5.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,20,20,5,13,20,5,7,16,1,12,13,8,13,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
3999,2015-01-25,0.0,13.0,28.0,4.0,6,3,11,-4,-3,-24,-15,-28,-12,-64,-157,-136,-176,-131,-92,-14,-34,3,43,6,55,42,25,4,17,-681,-180.0,-452.0,0.0,0.9,5.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7,18,3,8,11,4,19,9,9,4,5,10,5,4,3,6,1,2,11,9,9,5,1,1,2,0,2,0
4000,2015-01-26,0.0,13.0,44.0,8.0,0,22,21,-11,-16,-41,-18,-28,147,76,-36,22,-29,-45,22,-14,-62,-156,-94,-9,-22,-22,-16,-15,-4,-328,-681.0,-861.0,0.0,0.0,3.4,1.0,0.5,0.0,0.0,0.0,0.0,0.5,3,13,6,21,18,9,11,21,21,3,6,6,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
4001,2015-01-27,0.0,13.0,46.0,9.0,1,-2,6,4,-8,-11,-32,-51,198,89,2,8,4,-58,-6,24,-46,-69,-39,-69,2,-62,-5,1,-18,-138,-328.0,-1009.0,0.0,0.0,1.6,0.5,1.0,0.5,0.0,0.0,0.0,0.0,9,11,1,25,14,8,3,8,20,0,11,1,16,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
4002,2015-01-28,0.0,12.0,49.0,12.0,2,12,7,3,-21,-33,-3,-23,175,98,6,1,13,49,-59,63,-24,-117,-13,-6,-40,-19,-15,-1,-19,34,-138.0,-466.0,0.0,0.0,0.9,0.0,0.5,1.0,0.5,0.0,0.0,0.0,20,20,5,13,20,5,7,16,1,12,13,8,13,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
4003,2015-01-29,0.0,11.0,42.0,29.0,3,15,0,-7,-19,-9,-15,-25,199,73,29,30,36,62,42,22,-8,11,-37,11,-6,39,30,-6,4,471,34.0,-104.0,0.0,0.0,0.9,0.0,0.0,0.5,1.0,0.5,0.0,0.0,25,3,18,9,25,16,20,19,8,15,2,3,2,15,7,7,12,11,7,3,3,4,4,6,0,2,0,2
4004,2015-01-30,0.0,11.0,43.0,26.0,4,10,6,-4,-13,-46,20,-33,159,72,19,6,-14,86,7,4,-17,-1,60,179,98,86,89,8,-1,780,471.0,505.0,0.0,0.0,0.9,0.0,0.0,0.0,0.5,1.0,0.5,0.0,6,25,14,24,17,17,21,2,14,5,9,0,0,16,4,11,5,1,0,6,0,3,2,4,1,1,1,2
4005,2015-01-31,0.5,10.0,38.0,27.0,5,6,11,4,-7,-42,-31,5,3,57,35,28,30,-9,58,-1,19,-53,58,-2,-8,-1,19,3,-10,172,780.0,1251.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1,27,24,20,19,6,4,20,16,1,8,4,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
4006,2015-02-01,0.0,10.0,32.0,17.0,6,7,8,-2,-7,-30,-17,-9,-15,-20,-192,-180,-109,-92,-59,-86,-78,-8,41,47,36,4,15,18,6,-722,172.0,952.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7,18,25,8,11,4,2,9,9,4,5,10,5,4,3,6,1,2,11,9,9,5,1,1,2,0,2,0
4007,2015-02-02,6.1,16.0,33.0,14.0,0,14,-5,-10,-23,-34,-48,-64,140,60,-93,-51,-18,36,-51,-65,-76,-106,-104,-5,-36,-28,10,1,-2,-558,-722.0,-550.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,3,13,6,21,18,9,11,21,21,3,6,6,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
4008,2015-02-03,2.4,17.0,36.0,25.0,1,3,11,0,-27,-24,-26,-37,221,94,69,22,27,10,-41,-41,-77,-74,-62,-10,-33,-38,0,-21,1,-53,-558.0,-1280.0,6.1,6.1,6.6,0.5,1.0,0.5,0.0,0.0,0.0,0.0,9,4,21,25,14,8,3,4,20,0,11,9,16,9,12,0,4,0,1,0,2,8,7,2,4,4,3,1
4009,2015-02-04,4.4,16.0,45.0,30.0,2,25,7,11,-11,-30,-24,-10,174,156,89,52,22,-19,19,-15,-88,-123,-36,4,12,14,-11,11,7,236,-53.0,-611.0,2.4,8.5,9.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,7,2,5,18,12,5,17,6,7,14,4,12,5,8,7,3,10,5,8,1,0,0,0,2,0,1
4010,2015-02-05,0.0,16.0,35.0,28.0,3,10,21,6,-16,-14,-17,-15,182,131,38,86,105,12,-45,29,21,54,25,45,48,26,59,5,15,811,236.0,183.0,4.4,6.8,13.4,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,10,10,13,20,4,17,17,6,11,12,0,5,5,2,3,7,4,6,0,2,0,2
4011,2015-02-06,0.0,14.0,50.0,17.0,4,15,6,4,-4,-33,-24,-35,62,139,63,25,49,58,-17,51,36,45,105,163,196,154,95,60,0,1213,811.0,1047.0,0.0,4.4,13.4,0.0,0.0,0.0,0.5,1.0,0.5,0.0,6,25,14,24,17,17,21,2,14,5,9,0,0,3,8,11,11,9,0,6,0,3,2,4,1,1,1,2
4012,2015-02-07,0.0,13.0,53.0,16.0,5,9,14,0,-10,-37,-34,-15,-3,110,53,48,-21,33,11,79,12,43,124,143,5,-155,-22,-29,1,359,1213.0,2024.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,10,8,4,3,14,2,13,3,8,6,10,5,0,5,3,3,3,1,0
4013,2015-02-08,0.0,12.0,48.0,18.0,6,-6,4,7,-12,-43,-27,-24,-83,-116,-237,-217,-170,-226,-193,-130,-114,-108,-25,12,36,13,7,-20,-7,-1679,359.0,1572.0,0.0,0.0,12.9,0.5,0.0,0.0,0.0,0.0,0.5,1.0,17,23,3,26,4,4,19,9,9,4,3,2,11,4,10,10,13,7,3,7,1,5,1,1,2,0,2,0
4014,2015-02-09,0.0,11.0,51.0,21.0,0,5,8,-8,-23,-59,-32,-36,161,28,-74,-72,-42,-28,-40,-43,-104,-135,-61,-6,-41,-8,-15,-22,-15,-662,-1679.0,-1320.0,0.0,0.0,12.9,1.0,0.5,0.0,0.0,0.0,0.0,0.5,26,15,16,5,12,1,14,12,10,3,15,6,1,0,14,5,2,10,2,8,6,2,3,5,5,4,3,1
4015,2015-02-10,1.4,12.0,55.0,20.0,1,6,-10,0,-20,-31,-15,-29,181,141,42,3,22,-17,-11,33,-80,-111,-57,-23,-48,-52,-43,-45,-28,-192,-662.0,-2341.0,0.0,0.0,6.8,0.5,1.0,0.5,0.0,0.0,0.0,0.0,9,11,1,25,14,8,3,8,20,0,11,1,16,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
4016,2015-02-11,0.0,11.0,44.0,18.0,2,6,1,0,-23,-27,-26,-7,157,100,21,28,54,-24,3,26,-66,-80,-67,31,-46,-48,-5,-13,10,5,-192.0,-854.0,1.4,1.4,5.8,0.0,0.5,1.0,0.5,0.0,0.0,0.0,20,20,5,13,20,5,7,16,1,12,13,8,13,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
4017,2015-02-12,0.0,11.0,44.0,16.0,3,18,10,2,-31,-26,-22,-17,194,44,65,22,46,4,-11,-49,59,-18,59,40,78,55,86,45,-3,650,5.0,-187.0,0.0,1.4,1.4,0.0,0.0,0.5,1.0,0.5,0.0,0.0,14,3,2,9,8,0,15,1,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
4018,2015-02-13,0.0,10.0,47.0,16.0,4,20,21,2,-19,-39,-23,-29,180,47,30,64,55,-4,103,80,93,13,139,121,277,145,132,64,-2,1470,650.0,655.0,0.0,0.0,1.4,0.0,0.0,0.0,0.5,1.0,0.5,0.0,6,25,14,24,17,17,21,2,14,5,9,0,0,3,4,11,5,1,0,6,0,3,2,4,1,1,1,2
4019,2015-02-14,0.0,10.0,50.0,14.0,5,25,11,8,-9,-21,-24,-12,9,72,5,-5,35,51,128,116,68,-27,87,21,-5,-2,-15,-7,-10,499,1470.0,2120.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,1,8,4,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
4020,2015-02-15,0.0,9.0,51.0,14.0,6,2,18,-5,-2,-27,-49,-2,-22,3,-130,-106,-122,-145,-10,-93,-15,-61,8,-28,-15,-41,2,24,20,-796,499.0,1969.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7,18,25,8,11,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
4021,2015-02-16,0.6,10.0,41.0,24.0,0,17,16,-2,-10,-33,-38,-87,-97,-103,-365,-211,-106,-43,-76,-60,-88,-71,-74,-15,-18,-48,-22,-11,-12,-1557,-796.0,-297.0,0.0,0.0,1.4,1.0,0.5,0.0,0.0,0.0,0.0,0.5,16,1,15,22,16,20,16,0,19,7,12,12,15,11,9,2,8,10,3,7,1,2,3,5,5,0,2,1
4022,2015-02-17,1.0,11.0,35.0,13.0,1,14,10,7,-11,-47,-35,-65,76,80,-44,-61,38,-67,-18,-27,-31,-95,12,-39,-16,-25,-23,-21,-5,-393,-1557.0,-2353.0,0.6,0.6,2.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
4023,2015-02-18,0.0,10.0,32.0,12.0,2,14,6,0,-22,-25,-52,-47,98,151,-16,4,0,-11,9,27,-9,-75,-3,12,-28,-19,21,-4,-14,17,-393.0,-1950.0,1.0,1.6,1.6,0.0,0.5,1.0,0.5,0.0,0.0,0.0,20,20,5,13,20,5,7,16,1,12,13,8,13,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
