,Away,Date,Home,MLA,MLH,OU,Spread
91,NOP,2019/11/04,BKN,145,-170.0,238.0,3.5
92,MIL,2019/11/04,MIN,-330,260.0,230.5,7.0
93,HOU,2019/11/04,MEM,-240,190.0,235.0,7.0
94,PHI,2019/11/04,PHX,-110,-110.0,223.0,2.0
95,POR,2019/11/04,GSW,-900,600.0,224.5,9.5
96,BOS,2019/11/05,CLE,-260,210.0,213.5,6.0
97,IND,2019/11/05,CHA,-135,115.0,211.5,2.5
98,SAS,2019/11/05,ATL,-240,190.0,218.0,3.5
99,ORL,2019/11/05,OKC,125,-145.0,202.5,2.5
100,LAL,2019/11/05,CHI,-310,250.0,212.0,6.5
101,MIA,2019/11/05,DEN,180,-220.0,209.0,4.5
102,NYK,2019/11/06,DET,142,-165.0,211.0,2.5
103,WAS,2019/11/06,IND,130,-150.0,220.5,2.5
104,SAC,2019/11/06,TOR,275,-350.0,218.0,8.0
105,GSW,2019/11/06,HOU,1100,-2500.0,232.0,15.0
106,CHI,2019/11/06,ATL,-110,-110.0,219.0,2.0
107,MIN,2019/11/06,MEM,-170,145.0,224.5,5.5
108,ORL,2019/11/06,DAL,250,-310.0,207.0,6.5
109,PHI,2019/11/06,UTA,130,-150.0,212.0,2.0
110,MIL,2019/11/06,LAC,-270,220.0,229.5,2.0
111,BOS,2019/11/07,CHA,-310,250.0,219.0,6.0
112,OKC,2019/11/07,SAS,170,-200.0,214.5,5.0
113,MIA,2019/11/07,PHX,110,-130.0,216.0,0.0
114,POR,2019/11/07,LAC,190,-240.0,224.5,5.5
115,DET,2019/11/08,IND,210,-260.0,210.0,7.5
116,CLE,2019/11/08,WAS,160,-190.0,227.0,4.5
117,MEM,2019/11/08,ORL,260,-330.0,208.0,6.0
118,SAC,2019/11/08,ATL,-150,130.0,220.5,1.0
119,GSW,2019/11/08,MIN,525,-750.0,230.0,11.0
120,TOR,2019/11/08,NOP,-135,115.0,233.0,2.0
121,NYK,2019/11/08,DAL,500,-700.0,217.0,11.0
122,MIL,2019/11/08,UTA,-135,115.0,216.0,0.0
123,PHI,2019/11/08,DEN,180,-220.0,210.0,5.5
124,BKN,2019/11/08,POR,145,-170.0,233.0,2.5
125,MIA,2019/11/08,LAL,325,-425.0,215.5,8.0
126,BOS,2019/11/09,SAS,105,-125.0,216.5,2.0
127,NOP,2019/11/09,CHA,-125,105.0,231.5,1.5
128,GSW,2019/11/09,OKC,600,-900.0,220.0,11.0
129,DAL,2019/11/09,MEM,-240,190.0,220.0,4.0
130,HOU,2019/11/09,CHI,-275,225.0,233.5,5.5
131,DEN,2019/11/10,MIN,-180,150.0,217.0,1.0
132,IND,2019/11/10,ORL,170,-200.0,203.0,1.0
133,CHA,2019/11/10,PHI,750,-1200.0,215.0,13.5
134,MIL,2019/11/10,OKC,-425,325.0,222.5,7.0
135,CLE,2019/11/10,NYK,110,-130.0,210.5,2.0
136,BKN,2019/11/10,PHX,130,-150.0,233.0,0.0
137,ATL,2019/11/10,POR,325,-425.0,227.5,8.5
138,TOR,2019/11/10,LAL,450,-650.0,215.5,9.5
139,MIN,2019/11/11,DET,155,-185.0,224.5,1.0
140,DAL,2019/11/11,BOS,125,-145.0,219.5,3.0
141,MEM,2019/11/11,SAS,450,-650.0,224.0,10.5
142,HOU,2019/11/11,NOP,-350,275.0,243.0,4.0
143,UTA,2019/11/11,GSW,-400,300.0,211.5,10.0
144,TOR,2019/11/11,LAC,375,-500.0,222.5,10.5
145,CLE,2019/11/12,PHI,525,-750.0,214.5,12.0
146,OKC,2019/11/12,IND,100,-120.0,209.5,3.0
147,DET,2019/11/12,MIA,300,-400.0,216.5,7.0
148,NYK,2019/11/12,CHI,225,-275.0,213.0,6.0
149,LAL,2019/11/12,PHX,-165,142.0,216.5,2.0
150,ATL,2019/11/12,DEN,450,-650.0,214.5,11.0
151,BKN,2019/11/12,UTA,240,-300.0,217.0,6.5
152,POR,2019/11/12,SAC,-125,105.0,227.0,0.0
153,PHI,2019/11/13,ORL,110,-130.0,205.5,1.5
154,MEM,2019/11/13,CHA,120,-140.0,220.0,1.5
155,LAC,2019/11/13,HOU,115,-135.0,233.0,2.0
156,WAS,2019/11/13,BOS,250,-310.0,228.0,10.0
157,SAS,2019/11/13,MIN,100,-120.0,227.5,1.0
158,TOR,2019/11/13,POR,140,-160.0,221.0,3.0
159,GSW,2019/11/13,LAL,350,-450.0,216.0,10.5
160,MIA,2019/11/14,CLE,-200,170.0,216.0,4.5
161,CHI,2019/11/14,MIL,550,-800.0,230.0,11.5
162,DAL,2019/11/14,NYK,-340,270.0,216.5,6.5
163,LAC,2019/11/14,NOP,-190,160.0,236.5,1.0
164,ATL,2019/11/14,PHX,270,-340.0,227.5,6.0
165,BKN,2019/11/14,DEN,275,-350.0,225.5,7.5
166,DET,2019/11/15,CHA,-180,150.0,219.0,3.0
167,SAS,2019/11/15,ORL,125,-145.0,212.5,1.0
168,WAS,2019/11/15,MIN,200,-250.0,238.0,7.0
169,IND,2019/11/15,HOU,210,-260.0,226.0,5.0
170,PHI,2019/11/15,OKC,-160,140.0,214.0,3.5
171,UTA,2019/11/15,MEM,-350,275.0,215.0,7.5
172,BOS,2019/11/15,GSW,-310,250.0,225.5,7.5
173,SAC,2019/11/15,LAL,425,-600.0,218.5,10.5
174,BKN,2019/11/16,CHI,150,-180.0,231.5,1.0
175,MIL,2019/11/16,IND,-330,260.0,227.5,5.0
176,CHA,2019/11/16,NYK,150,-180.0,211.5,4.0
177,HOU,2019/11/16,MIN,115,-135.0,236.0,1.0
178,NOP,2019/11/16,MIA,260,-330.0,231.0,6.5
179,TOR,2019/11/16,DAL,155,-185.0,218.5,3.0
180,POR,2019/11/16,SAS,110,-130.0,227.0,2.5
181,ATL,2019/11/16,LAC,375,-500.0,227.5,13.0
182,PHI,2019/11/17,CLE,-310,250.0,215.5,7.0
183,BOS,2019/11/17,SAC,-145,125.0,217.5,3.5
184,DEN,2019/11/17,MEM,-275,225.0,212.0,7.0
185,WAS,2019/11/17,ORL,190,-240.0,222.0,6.5
186,GSW,2019/11/17,NOP,140,-160.0,231.0,4.5
187,ATL,2019/11/17,LAL,900,-1600.0,218.5,14.0
188,CLE,2019/11/18,NYK,190,-240.0,208.5,3.0
189,IND,2019/11/18,BKN,120,-140.0,221.0,4.0
190,CHA,2019/11/18,TOR,300,-400.0,215.5,9.5
191,MIL,2019/11/18,CHI,-400,300.0,230.0,6.0
192,POR,2019/11/18,HOU,250,-310.0,231.5,6.5
193,SAS,2019/11/18,DAL,170,-200.0,226.5,4.5
194,MIN,2019/11/18,UTA,375,-500.0,217.5,9.5
195,BOS,2019/11/18,PHX,115,-135.0,227.5,3.5
196,OKC,2019/11/18,LAC,300,-400.0,219.5,9.5
197,POR,2019/11/19,NOP,140,-160.0,231.5,3.0
198,GSW,2019/11/19,MEM,210,-260.0,222.0,5.5
199,PHX,2019/11/19,SAC,135,-155.0,221.5,0.0
200,OKC,2019/11/19,LAL,500,-700.0,210.5,11.0
201,NYK,2019/11/20,PHI,600,-900.0,213.5,12.5
202,SAS,2019/11/20,WAS,-130,110.0,239.5,3.0
203,CLE,2019/11/20,MIA,375,-500.0,214.0,10.0
204,MIL,2019/11/20,ATL,-700,500.0,233.0,10.0
205,GSW,2019/11/20,DAL,900,-1600.0,221.5,13.5
206,CHA,2019/11/20,BKN,160,-190.0,221.5,5.5
207,ORL,2019/11/20,TOR,130,-150.0,208.5,4.5
208,DET,2019/11/20,CHI,-115,-105.0,218.5,1.5
209,UTA,2019/11/20,MIN,-150,130.0,218.0,4.0
210,HOU,2019/11/20,DEN,105,-125.0,225.0,2.0
211,BOS,2019/11/20,LAC,240,-300.0,219.0,6.0
212,POR,2019/11/21,MIL,750,-1200.0,230.0,12.0
213,NOP,2019/11/21,PHX,135,-155.0,233.0,3.0
214,ATL,2019/11/22,DET,215,-265.0,225.0,5.5
215,CHA,2019/11/22,WAS,200,-250.0,233.0,5.0
216,SAC,2019/11/22,BKN,115,-135.0,218.0,2.0
217,SAS,2019/11/22,PHI,240,-300.0,224.5,8.0
218,MIA,2019/11/22,CHI,-190,160.0,214.5,4.0
219,LAL,2019/11/22,OKC,-200,170.0,211.0,4.5
220,CLE,2019/11/22,DAL,450,-650.0,220.0,10.0
221,BOS,2019/11/22,DEN,175,-210.0,206.0,4.5
222,GSW,2019/11/22,UTA,1300,-3500.0,210.5,16.0
223,HOU,2019/11/22,LAC,175,-210.0,228.0,5.0
224,PHX,2019/11/23,MIN,170,-200.0,231.0,4.5
225,CHI,2019/11/23,CHA,-130,110.0,216.0,2.0
226,ORL,2019/11/23,IND,225,-275.0,204.5,6.0
227,MIA,2019/11/23,PHI,200,-250.0,214.5,4.0
228,SAS,2019/11/23,NYK,-155,135.0,218.0,2.5
229,TOR,2019/11/23,ATL,-330,260.0,223.5,6.5
230,LAL,2019/11/23,MEM,-360,280.0,221.0,8.0
231,POR,2019/11/23,CLE,-275,225.0,222.5,5.0
232,DET,2019/11/23,MIL,750,-1200.0,230.5,11.5
233,NOP,2019/11/23,UTA,190,-240.0,222.5,8.0
234,DAL,2019/11/24,HOU,190,-240.0,232.0,5.0
235,SAC,2019/11/24,WAS,115,-135.0,236.5,2.0
236,BKN,2019/11/24,NYK,-135,115.0,212.0,2.0
237,PHX,2019/11/24,DEN,500,-700.0,213.5,9.0
238,NOP,2019/11/24,LAC,750,-1200.0,234.0,12.0
239,ORL,2019/11/25,DET,160,-190.0,207.5,5.5
240,MEM,2019/11/25,IND,375,-500.0,217.5,8.0
241,BKN,2019/11/25,CLE,100,-120.0,217.5,0.0
242,PHI,2019/11/25,TOR,-125,105.0,214.0,1.0
243,SAC,2019/11/25,BOS,235,-290.0,209.0,6.5
244,CHA,2019/11/25,MIA,500,-700.0,215.0,10.5
245,MIN,2019/11/25,ATL,-190,160.0,233.5,4.5
246,UTA,2019/11/25,MIL,325,-425.0,224.5,6.5
247,POR,2019/11/25,CHI,-120,100.0,227.5,1.0
248,LAL,2019/11/25,SAS,-200,170.0,223.0,4.5
249,OKC,2019/11/25,GSW,-330,260.0,215.0,6.5
250,LAC,2019/11/26,DAL,-125,105.0,227.5,2.5
251,WAS,2019/11/26,DEN,450,-650.0,227.0,10.0
252,UTA,2019/11/27,IND,-110,-110.0,209.5,1.0
253,BKN,2019/11/27,BOS,300,-400.0,217.5,7.0
254,SAC,2019/11/27,PHI,375,-500.0,209.0,9.5
255,ORL,2019/11/27,CLE,-110,-110.0,206.0,1.0
256,DET,2019/11/27,CHA,-180,150.0,216.5,4.0
257,NYK,2019/11/27,TOR,425,-600.0,209.5,10.5
258,ATL,2019/11/27,MIL,900,-1600.0,239.5,14.5
259,LAC,2019/11/27,MEM,-275,225.0,226.5,8.0
260,MIA,2019/11/27,HOU,250,-310.0,227.0,6.0
261,MIN,2019/11/27,SAS,130,-150.0,228.0,1.5
262,WAS,2019/11/27,PHX,235,-290.0,242.5,8.0
263,LAL,2019/11/27,NOP,-330,260.0,231.5,6.5
264,OKC,2019/11/27,POR,125,-145.0,220.0,3.0
265,CHI,2019/11/27,GSW,-130,110.0,216.5,3.0
266,BOS,2019/11/29,BKN,-180,150.0,217.0,3.5
267,CHA,2019/11/29,DET,260,-330.0,213.0,7.5
268,TOR,2019/11/29,ORL,-150,130.0,205.5,3.0
269,PHI,2019/11/29,NYK,-280,230.0,206.5,8.0
270,MIL,2019/11/29,CLE,-700,500.0,228.0,10.0
271,ATL,2019/11/29,IND,500,-700.0,225.5,10.5
272,GSW,2019/11/29,MIA,525,-750.0,211.0,11.5
273,NOP,2019/11/29,OKC,165,-195.0,228.5,3.5
274,UTA,2019/11/29,MEM,-330,260.0,219.0,7.5
275,LAC,2019/11/29,SAS,-220,180.0,226.5,6.0
276,DAL,2019/11/29,PHX,-135,115.0,232.0,1.0
277,CHI,2019/11/29,POR,240,-300.0,225.0,7.0
278,WAS,2019/11/29,LAL,525,-750.0,234.0,11.5
279,DEN,2019/11/30,SAC,-185,155.0,205.5,4.0
280,IND,2019/11/30,PHI,210,-260.0,205.0,3.5
281,CHA,2019/11/30,MIL,850,-1500.0,228.5,14.5
282,ATL,2019/11/30,HOU,850,-1500.0,238.5,13.5
283,MIA,2019/12/01,BKN,-185,155.0,216.5,3.5
284,BOS,2019/12/01,NYK,-400,300.0,209.5,7.0
285,MEM,2019/12/01,MIN,650,-1000.0,231.0,8.5
286,DAL,2019/12/01,LAL,225,-275.0,222.5,5.5
287,SAS,2019/12/01,DET,120,-140.0,217.0,1.5
288,OKC,2019/12/01,NOP,120,-140.0,228.5,1.5
289,GSW,2019/12/01,ORL,275,-350.0,206.5,8.5
290,UTA,2019/12/01,TOR,110,-130.0,210.0,2.5
291,WAS,2019/12/01,LAC,650,-1000.0,237.0,12.5
292,UTA,2019/12/02,PHI,180,-220.0,208.0,4.5
293,PHX,2019/12/02,CHA,-170,145.0,225.5,4.5
294,GSW,2019/12/02,ATL,210,-260.0,222.0,5.5
295,IND,2019/12/02,MEM,-450,350.0,218.5,10.0
296,NYK,2019/12/02,MIL,1200,-3000.0,220.5,16.0
297,CHI,2019/12/02,SAC,180,-220.0,211.0,5.0
298,DET,2019/12/03,CLE,-165,142.0,214.5,2.0
299,ORL,2019/12/03,WAS,-110,-110.0,227.5,1.5
300,DAL,2019/12/03,NOP,-200,170.0,233.5,3.5
301,MIA,2019/12/03,TOR,190,-240.0,213.0,4.0
302,HOU,2019/12/03,SAS,-330,260.0,233.5,6.0
303,LAL,2019/12/03,DEN,115,-135.0,211.0,1.0
304,POR,2019/12/03,LAC,350,-450.0,229.0,9.0
305,MIL,2019/12/04,DET,-500,375.0,225.5,7.5
306,PHX,2019/12/04,ORL,-125,105.0,215.0,1.5
307,GSW,2019/12/04,CHA,120,-140.0,209.0,3.0
308,BKN,2019/12/04,ATL,-150,130.0,225.0,3.0
309,MIA,2019/12/04,BOS,185,-230.0,213.0,5.5
310,MEM,2019/12/04,CHI,240,-300.0,221.0,6.0
311,IND,2019/12/04,OKC,-125,105.0,213.5,0.0
312,MIN,2019/12/04,DAL,190,-240.0,230.0,4.0
313,LAL,2019/12/04,UTA,105,-125.0,211.5,0.0
314,SAC,2019/12/04,POR,180,-220.0,218.5,3.0
315,PHI,2019/12/05,WAS,-380,290.0,234.5,5.5
316,HOU,2019/12/05,TOR,110,-130.0,230.0,1.5
317,DEN,2019/12/05,NYK,-420,320.0,203.0,9.0
318,PHX,2019/12/05,NOP,155,-185.0,232.0,1.5
319,IND,2019/12/06,DET,-125,105.0,213.0,2.5
320,ORL,2019/12/06,CLE,-190,160.0,212.5,2.5
321,BKN,2019/12/06,CHA,-150,130.0,217.5,3.5
322,MIN,2019/12/06,OKC,145,-170.0,220.0,2.0
323,WAS,2019/12/06,MIA,400,-550.0,234.0,10.5
324,GSW,2019/12/06,CHI,160,-190.0,212.5,5.0
325,DEN,2019/12/06,BOS,140,-160.0,203.0,3.0
326,LAC,2019/12/06,MIL,160,-190.0,232.0,3.0
327,SAC,2019/12/06,SAS,155,-185.0,215.0,3.5
328,LAL,2019/12/06,POR,-200,170.0,221.5,3.5
329,NOP,2019/12/07,DAL,350,-450.0,233.0,9.0
330,CLE,2019/12/07,PHI,500,-700.0,213.5,12.5
331,IND,2019/12/07,NYK,-220,180.0,209.5,6.5
332,PHX,2019/12/07,HOU,525,-750.0,239.5,9.0
333,MEM,2019/12/07,UTA,550,-800.0,218.0,12.5
334,DEN,2019/12/08,BKN,-185,155.0,209.0,3.5
335,ATL,2019/12/08,CHA,105,-125.0,224.5,2.0
336,TOR,2019/12/08,PHI,130,-150.0,210.5,3.0
337,CHI,2019/12/08,MIA,250,-310.0,212.0,7.5
338,LAC,2019/12/08,WAS,-450,350.0,238.5,7.5
339,SAC,2019/12/08,DAL,330,-430.0,216.0,7.5
340,OKC,2019/12/08,POR,150,-180.0,223.0,4.0
341,MIN,2019/12/08,LAL,450,-650.0,226.0,10.5
342,LAC,2019/12/09,IND,130,-150.0,216.0,
343,CLE,2019/12/09,BOS,800,-1400.0,213.5,13.0
344,TOR,2019/12/09,CHI,-270,220.0,216.0,5.0
345,DET,2019/12/09,NOP,-110,-110.0,226.5,1.0
346,SAC,2019/12/09,HOU,600,-900.0,227.0,12.0
347,ORL,2019/12/09,MIL,650,-1000.0,219.0,11.5
348,MIN,2019/12/09,PHX,140,-160.0,234.0,3.5
349,OKC,2019/12/09,UTA,320,-420.0,212.5,
350,MEM,2019/12/09,GSW,140,-160.0,217.5,3.0
351,DEN,2019/12/10,PHI,180,-220.0,206.0,3.5
352,WAS,2019/12/10,CHA,-130,110.0,234.0,1.0
353,ATL,2019/12/10,MIA,325,-425.0,217.5,9.0
354,NYK,2019/12/10,POR,375,-500.0,218.5,9.5
355,BOS,2019/12/11,IND,100,-120.0,209.5,2.0
356,LAC,2019/12/11,TOR,-150,130.0,220.0,2.0
357,LAL,2019/12/11,ORL,-430,330.0,212.0,6.5
358,HOU,2019/12/11,CLE,-800,550.0,228.5,10.5
359,CHA,2019/12/11,BKN,400,-550.0,217.0,9.0
360,UTA,2019/12/11,MIN,-105,-115.0,222.5,1.5
361,ATL,2019/12/11,CHI,225,-275.0,222.5,4.5
362,MEM,2019/12/11,PHX,240,-300.0,231.5,7.0
363,NOP,2019/12/11,MIL,350,-450.0,234.0,14.0
364,OKC,2019/12/11,SAC,105,-125.0,210.5,1.0
365,NYK,2019/12/11,GSW,175,-210.0,210.5,4.5
366,PHI,2019/12/12,BOS,-105,-115.0,210.0,1.5
367,CLE,2019/12/12,SAS,600,-900.0,219.5,10.0
368,DAL,2019/12/12,DET,-310,250.0,220.5,5.0
369,POR,2019/12/12,DEN,260,-330.0,214.0,5.5
370,HOU,2019/12/13,ORL,-275,225.0,222.0,6.0
371,NOP,2019/12/13,PHI,250,-310.0,222.5,8.0
372,IND,2019/12/13,ATL,-265,215.0,222.5,6.0
373,MIL,2019/12/13,MEM,-1100,700.0,228.5,11.5
374,LAL,2019/12/13,MIA,-240,190.0,214.0,5.0
375,LAC,2019/12/13,MIN,-200,170.0,231.5,5.5
376,CHA,2019/12/13,CHI,230,-280.0,214.0,5.5
377,NYK,2019/12/13,SAC,330,-430.0,207.5,8.0
378,GSW,2019/12/13,UTA,800,-1400.0,210.5,12.0
379,SAS,2019/12/14,PHX,-125,105.0,225.0,1.0
380,BKN,2019/12/14,TOR,255,-320.0,219.5,7.5
381,LAC,2019/12/14,CHI,-155,135.0,219.5,4.5
382,WAS,2019/12/14,MEM,105,-125.0,236.5,1.0
383,MIA,2019/12/14,DAL,325,-425.0,215.5,7.0
384,CLE,2019/12/14,MIL,850,-1500.0,226.0,13.0
385,DET,2019/12/14,HOU,260,-330.0,230.0,8.5
386,OKC,2019/12/14,DEN,210,-260.0,205.5,7.0
387,ORL,2019/12/15,NOP,-110,-110.0,218.5,1.5
388,CHA,2019/12/15,IND,550,-800.0,210.0,11.0
389,PHI,2019/12/15,BKN,-170,145.0,217.5,4.5
390,LAL,2019/12/15,ATL,-850,575.0,226.5,12.0
391,NYK,2019/12/15,DEN,500,-700.0,205.0,11.0
392,SAC,2019/12/15,GSW,-200,170.0,210.5,3.5
393,WAS,2019/12/16,DET,120,-140.0,230.0,4.5
394,CLE,2019/12/16,TOR,750,-1200.0,216.0,13.0
395,CHI,2019/12/16,OKC,190,-240.0,206.5,5.0
396,MIA,2019/12/16,MEM,-145,125.0,218.5,5.0
397,SAS,2019/12/16,HOU,450,-650.0,231.5,10.0
398,DAL,2019/12/16,MIL,525,-750.0,227.0,11.0
399,POR,2019/12/16,PHX,-135,115.0,227.5,1.5
400,SAC,2019/12/17,CHA,-220,180.0,207.0,5.5
401,LAL,2019/12/17,IND,-120,100.0,211.0,3.0
402,ATL,2019/12/17,NYK,110,-130.0,220.5,0.0
403,BKN,2019/12/17,NOP,-135,115.0,230.5,1.0
404,ORL,2019/12/17,UTA,230,-280.0,207.5,5.5
405,PHX,2019/12/17,LAC,850,-1500.0,226.5,12.5
406,CHI,2019/12/18,WAS,-105,-115.0,230.5,1.0
407,TOR,2019/12/18,DET,-145,125.0,217.0,3.5
408,CHA,2019/12/18,CLE,125,-145.0,213.5,2.5
409,MIA,2019/12/18,PHI,290,-380.0,213.0,6.5
410,NOP,2019/12/18,MIN,145,-170.0,231.5,7.0
411,MEM,2019/12/18,OKC,230,-280.0,217.5,6.0
412,BOS,2019/12/18,DAL,-130,110.0,218.5,1.0
413,ORL,2019/12/18,DEN,375,-500.0,203.0,9.0
414,GSW,2019/12/18,POR,375,-500.0,219.0,9.0
415,UTA,2019/12/19,ATL,-280,230.0,224.0,6.5
416,LAL,2019/12/19,MIL,140,-160.0,225.0,4.5
417,BKN,2019/12/19,SAS,160,-190.0,219.0,3.0
418,HOU,2019/12/19,LAC,180,-220.0,233.0,5.5
419,SAC,2019/12/20,IND,180,-220.0,206.5,5.0
420,MEM,2019/12/20,CLE,-140,120.0,224.0,2.0
421,WAS,2019/12/20,TOR,220,-270.0,230.0,6.0
422,DET,2019/12/20,BOS,350,-450.0,215.0,7.5
423,NYK,2019/12/20,MIA,400,-550.0,214.0,11.0
424,PHX,2019/12/20,OKC,130,-150.0,218.0,4.0
425,DAL,2019/12/20,PHI,325,-425.0,213.5,7.5
426,MIN,2019/12/20,DEN,525,-750.0,216.0,10.0
427,ORL,2019/12/20,POR,145,-170.0,216.0,3.5
428,NOP,2019/12/20,GSW,-130,110.0,224.0,1.0
429,UTA,2019/12/21,CHA,-300,240.0,210.0,6.0
430,ATL,2019/12/21,BKN,270,-340.0,227.5,6.5
431,WAS,2019/12/21,PHI,700,-1100.0,230.0,12.0
432,CHI,2019/12/21,DET,-125,105.0,213.0,2.5
433,MIL,2019/12/21,NYK,-1200,750.0,227.0,12.5
434,SAC,2019/12/21,MEM,-135,115.0,217.5,1.5
435,LAC,2019/12/21,SAS,-310,250.0,223.0,6.0
436,HOU,2019/12/21,PHX,-425,325.0,235.0,5.5
