,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,WEEKDAY,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,Flux,PrevFlux24,PrevFlux48,SNOW24,SNOW48,SNOW7
1083,2013-04-02,0.12,0.0,5.0,56.0,28.0,1,10,19,6,-1,-41,-16,2,165,88,67,14,25,-32,-65,-32,-81,-91,-44,-19,-23,-48,-25,-3,5,-120,-370.0,-1228.0,0.0,0.0,1.4
1084,2013-04-03,0.06,0.0,3.0,46.0,29.0,2,2,14,2,8,-39,-23,12,163,104,43,10,81,-37,-2,-61,-67,-32,-79,-68,-49,-40,0,4,-6,-60,-120.0,-490.0,0.0,0.0,1.4
1085,2013-04-04,0.19,0.0,1.0,52.0,26.0,3,-4,11,3,0,-30,-25,2,129,91,87,15,48,-39,-74,-78,-29,-73,-87,4,-12,-26,8,-4,0,-83,-60.0,-180.0,0.0,0.0,-0.0
1086,2013-04-05,0.0,0.0,0.0,60.0,26.0,4,14,-1,4,-1,-30,-15,-34,110,13,3,-34,15,-35,-78,-62,-70,-98,-85,19,68,60,56,8,28,-145,-83.0,-143.0,0.0,0.0,-0.0
1087,2013-04-06,0.0,0.0,0.0,57.0,29.0,5,24,-7,-2,2,-26,-33,-16,-12,56,-7,54,23,10,30,-67,-37,-126,6,17,9,45,4,0,-12,-65,-145.0,-228.0,0.0,0.0,-0.0
1088,2013-04-07,0.0,0.0,0.0,52.0,28.0,6,15,4,1,9,-39,-19,-1,-13,13,-80,-66,-102,-80,-109,-63,-45,-48,63,80,43,2,14,14,17,-390,-65.0,-210.0,0.0,0.0,-0.0
1089,2013-04-08,0.0,0.0,0.0,49.0,31.0,0,9,14,6,2,-31,-27,-7,250,99,74,61,31,-51,-56,-41,-50,-35,-138,-50,-48,-74,-30,-6,-1,-99,-390.0,-455.0,0.0,0.0,-0.0
1090,2013-04-09,0.08,1.1,1.0,58.0,23.0,1,10,16,6,7,-21,-21,6,219,111,112,3,13,-8,-18,21,-85,-16,-103,-88,-86,-40,-44,4,-11,-13,-99.0,-489.0,0.0,0.0,-0.0
1091,2013-04-10,0.13,1.6,2.0,37.0,9.0,2,9,12,9,7,-36,-19,1,159,115,74,67,61,-15,-31,-74,-40,-74,-128,-39,-35,-71,1,-7,-11,-65,-13.0,-112.0,1.1,1.1,1.1
1092,2013-04-11,0.08,2.0,3.0,31.0,9.0,3,4,23,-2,2,-35,-18,7,161,131,85,78,5,-9,-53,-2,-45,-63,-98,-44,-53,-36,23,-7,3,57,-65.0,-78.0,1.6,2.7,2.7
1093,2013-04-12,0.11,0.5,2.0,36.0,23.0,4,-1,-6,0,0,-35,-24,-41,59,96,93,60,55,-64,-61,-57,-14,-65,5,43,131,122,49,45,3,393,57.0,-8.0,2.0,3.6,4.7
1094,2013-04-13,0.0,0.0,2.0,50.0,23.0,5,4,-1,-7,-7,-31,-30,-55,-127,53,78,106,19,-15,40,42,-69,-35,76,-31,-13,6,13,28,10,54,393.0,450.0,0.5,2.5,5.2
1095,2013-04-14,0.55,3.1,4.0,51.0,18.0,6,2,11,-3,-5,-31,-14,-4,37,63,-5,-21,-109,-69,-85,-162,-91,-134,-92,-65,-7,9,20,35,18,-702,54.0,447.0,0.0,0.5,5.2
1096,2013-04-15,0.38,6.5,10.0,36.0,18.0,0,0,20,3,14,-38,-40,4,174,39,23,-36,14,-74,-121,-23,-102,-118,-106,-24,-39,-72,-36,-4,3,-539,-702.0,-648.0,3.1,3.1,8.3
1097,2013-04-16,0.0,0.0,6.0,36.0,24.0,1,3,9,13,10,-33,-38,-9,246,41,31,42,24,-16,-36,-33,-70,-64,-99,-66,-110,-79,7,-6,-16,-249,-539.0,-1241.0,6.5,9.6,14.8
1098,2013-04-17,0.17,5.8,10.0,43.0,16.0,2,1,10,15,8,-38,-27,18,210,98,64,45,20,-11,-43,-18,-43,-114,-117,-91,-66,-48,-33,-14,-11,-185,-249.0,-788.0,0.0,6.5,13.7
1099,2013-04-18,0.12,4.0,9.0,26.0,5.0,3,16,16,5,0,-31,-31,8,154,114,48,-15,10,10,-74,-39,-123,-201,-192,-96,-51,-69,-11,-8,-24,-584,-185.0,-434.0,5.8,5.8,17.9
1100,2013-04-19,0.0,0.0,6.0,26.0,4.0,4,-16,9,6,-9,-43,-20,-21,118,34,-19,-4,-110,-162,-161,-148,-201,-214,-139,25,-20,0,13,6,-9,-1085,-584.0,-769.0,4.0,9.8,19.9
1101,2013-04-20,0.03,1.0,4.0,41.0,15.0,5,12,3,3,-12,-19,-9,-30,-37,20,-8,-17,37,-14,-53,-35,-76,-5,10,28,13,9,-17,-22,7,-212,-1085.0,-1669.0,0.0,4.0,19.4
1102,2013-04-21,0.0,0.0,0.0,43.0,30.0,6,12,0,0,-8,-30,-27,-15,-17,-2,-47,-61,-66,-28,-37,-1,-16,43,99,45,72,15,40,39,37,47,-212.0,-1297.0,1.0,1.0,20.4
1103,2013-04-22,0.0,0.0,0.0,51.0,31.0,0,9,26,3,10,-37,-32,-27,117,103,43,47,30,36,-77,-82,110,-23,-81,-30,-54,-30,-29,14,-4,42,47.0,-165.0,0.0,1.0,17.3
1104,2013-04-23,0.0,0.0,0.0,45.0,18.0,1,7,21,2,11,-31,-33,10,84,143,113,-17,73,-55,-27,-7,-28,-107,-63,-46,-18,-43,-2,-3,4,-12,42.0,89.0,0.0,0.0,10.8
1105,2013-04-24,0.0,0.0,0.0,37.0,17.0,2,0,18,4,5,-39,-15,4,86,56,54,47,14,17,-88,-29,-7,-23,-35,-36,-26,-38,15,-1,-1,-18,-12.0,30.0,0.0,0.0,10.8
1106,2013-04-25,0.0,0.0,0.0,48.0,20.0,3,-1,15,4,3,-48,-19,-1,67,102,58,47,7,-26,-44,-84,-40,-11,-152,-21,-53,8,28,7,15,-139,-18.0,-30.0,0.0,0.0,5.0
1107,2013-04-26,0.0,0.0,0.0,60.0,21.0,4,-13,3,4,-1,-31,-20,-14,24,46,14,33,49,-14,-88,13,-57,-38,-73,-8,-4,25,23,18,23,-86,-139.0,-157.0,0.0,0.0,1.0
1108,2013-04-27,0.0,0.0,0.0,61.0,25.0,5,8,2,3,-10,-32,-20,-39,4,33,26,62,27,13,20,-32,-39,-22,43,24,29,58,14,32,29,233,-86.0,-225.0,0.0,0.0,1.0
1109,2013-04-28,0.0,0.0,0.0,65.0,26.0,6,10,18,-1,-1,-31,-20,-21,-26,-2,-31,-73,-50,4,16,8,-3,33,83,110,24,14,43,12,23,139,233.0,147.0,0.0,0.0,-0.0
1110,2013-04-29,0.0,0.0,0.0,71.0,29.0,0,9,17,14,-10,-39,-24,24,228,39,95,71,39,-21,-25,-47,-73,-39,-95,14,-40,-35,23,34,0,159,139.0,372.0,0.0,0.0,-0.0
1111,2013-04-30,0.0,0.0,0.0,70.0,35.0,1,9,29,11,13,-39,-35,-25,174,149,62,16,11,-48,-6,-58,-45,-40,-122,-14,-39,-14,-17,17,9,-2,159.0,298.0,0.0,0.0,-0.0
1296,2013-11-01,0.4,4.2,5.0,33.0,27.0,4,2,2,7,-13,-55,-12,-16,111,111,57,108,77,120,148,94,113,68,118,139,144,111,50,32,24,1540,291.0,309.0,2.0,2.0,2.0
1297,2013-11-02,0.04,0.0,1.0,42.0,18.0,5,8,-8,10,4,-31,-64,-22,-94,59,31,39,29,-51,-80,-61,41,-39,61,105,6,33,-3,24,15,12,1540.0,1831.0,4.2,6.2,6.2
1298,2013-11-03,0.0,0.0,1.0,57.0,18.0,6,1,14,4,-5,-10,-42,-63,-35,-52,-101,-100,-185,-122,-122,-26,-15,-6,16,91,64,50,9,12,4,-619,12.0,1552.0,0.0,4.2,6.2
1299,2013-11-04,0.27,4.7,5.0,53.0,6.0,0,9,45,4,2,-16,-20,33,206,-1,49,26,-3,-44,-62,-87,-56,-107,-151,-8,30,23,-42,7,6,-157,-619.0,-607.0,0.0,0.0,6.2
1300,2013-11-05,0.27,5.1,9.0,28.0,6.0,1,17,15,4,2,-51,-53,-4,236,103,34,44,-40,-49,-75,-32,-116,-119,-71,28,-40,-94,-16,-3,4,-276,-157.0,-776.0,4.7,4.7,10.9
1301,2013-11-06,0.0,0.0,0.0,26.0,7.0,2,33,4,-6,-6,-60,-46,27,190,76,52,-12,34,-66,-56,1,-76,-83,-98,-2,-52,-65,5,9,13,-184,-276.0,-433.0,5.1,9.8,16.0
1302,2013-11-07,0.0,0.3,11.0,33.0,13.0,3,16,11,2,0,-49,-40,-5,47,113,-20,-28,-20,-52,-52,-49,-9,-42,-79,12,-15,-49,-6,1,11,-302,-184.0,-460.0,0.0,5.1,16.0
1303,2013-11-08,0.0,0.0,0.0,45.0,15.0,4,36,12,2,-8,-62,-37,-38,50,2,-2,27,6,-47,-77,-82,-18,7,-8,52,63,0,9,0,19,-94,-302.0,-486.0,0.3,0.3,14.3
1304,2013-11-09,0.0,0.0,0.0,51.0,23.0,5,36,9,-4,2,-45,-67,-25,-41,101,-46,-14,79,-78,-42,-93,-86,129,76,89,-12,-52,-8,-11,11,-92,-94.0,-396.0,0.0,0.3,10.1
1305,2013-11-10,0.0,0.0,2.0,56.0,21.0,6,40,5,-4,-13,-34,-66,-32,-27,-50,-84,-85,-136,-122,-65,-55,60,119,71,62,29,14,-26,6,11,-382,-92.0,-186.0,0.0,0.0,10.1
1306,2013-11-11,0.0,0.0,0.0,56.0,20.0,0,34,10,1,-20,-35,-39,19,159,55,-22,39,47,43,-71,-28,-92,-11,-12,48,-19,-69,5,-5,-3,34,-382.0,-474.0,0.0,0.0,10.1
1307,2013-11-12,0.0,0.0,0.0,57.0,20.0,1,40,5,-7,-15,-13,-44,1,199,112,34,28,85,31,40,0,16,-25,-7,54,-20,-61,16,13,-5,477,34.0,-348.0,0.0,0.0,5.4
1308,2013-11-13,0.0,0.0,0.0,57.0,19.0,2,37,7,4,-1,-58,-60,46,149,89,-5,74,18,-43,-59,-7,-50,-36,-47,37,-6,-61,-8,10,8,38,477.0,511.0,0.0,0.0,0.3
1309,2013-11-14,0.06,0.0,0.0,51.0,19.0,3,35,15,-4,-1,-48,-37,7,228,55,31,57,63,-6,-108,-52,-70,-84,-72,-1,-28,-39,-20,12,25,-42,38.0,515.0,0.0,0.0,0.3
1310,2013-11-15,0.0,0.0,0.0,47.0,23.0,4,29,6,3,-8,-49,-45,-15,166,53,-26,-42,-46,-79,-1,-75,-121,-113,-22,36,67,12,27,18,23,-202,-42.0,-4.0,0.0,0.0,-0.0
1311,2013-11-16,0.14,1.9,2.0,48.0,23.0,5,37,0,1,-8,-41,-44,-20,-70,10,-3,0,18,-77,-79,-32,-9,16,56,20,28,-33,-2,-24,2,-254,-202.0,-244.0,0.0,0.0,-0.0
1312,2013-11-17,0.21,4.1,6.0,32.0,24.0,6,32,12,6,-11,-42,-31,-18,-33,-22,-71,-173,-161,-137,-158,-56,23,50,75,34,19,-23,-5,-6,3,-693,-254.0,-456.0,1.9,1.9,1.9
1313,2013-11-18,0.08,1.8,5.0,37.0,11.0,0,29,20,-1,-3,-34,-21,23,219,60,-2,-3,41,-8,-41,-5,-39,-76,-82,-19,-28,-35,18,13,3,29,-693.0,-947.0,4.1,6.0,6.0
1314,2013-11-19,0.0,0.0,4.0,40.0,11.0,1,37,8,-10,-16,-29,-32,39,169,72,56,-32,34,-9,-68,33,-44,-114,-59,-13,-29,-69,-15,-4,9,-86,29.0,-664.0,1.8,5.9,7.8
1315,2013-11-20,0.4,2.8,6.0,36.0,10.0,2,28,8,-8,0,-20,-37,24,199,154,58,22,1,-74,-69,-27,-74,-42,-77,-72,-56,-59,0,3,10,-108,-86.0,-57.0,0.0,1.8,7.8
1316,2013-11-21,0.1,1.2,6.0,41.0,31.0,3,31,18,0,-8,-26,-16,49,181,111,36,3,-23,-87,-68,-12,-126,-178,-65,46,-35,-54,-15,-18,10,-246,-108.0,-194.0,2.8,2.8,10.6
1317,2013-11-22,0.12,1.8,6.0,32.0,13.0,4,17,20,-5,-10,-33,-13,17,183,98,27,32,45,-9,-47,-37,-97,-43,17,-8,10,-23,23,-28,-6,130,-246.0,-354.0,1.2,4.0,11.8
1318,2013-11-23,0.0,0.0,6.0,29.0,13.0,5,25,10,-2,-11,-44,-36,0,34,51,28,23,-8,19,-28,23,57,120,14,5,25,-50,-20,-22,8,221,130.0,-116.0,1.8,3.0,13.6
1319,2013-11-24,0.0,0.0,5.0,39.0,22.0,6,35,4,4,-1,-49,-41,2,-20,-3,-44,-45,-28,-50,-48,5,3,135,62,57,62,-14,-18,-1,-13,-6,221.0,351.0,0.0,1.8,11.7
1320,2013-11-25,0.0,0.0,4.0,33.0,23.0,0,39,11,3,-12,-31,-23,17,245,136,54,5,5,-6,-37,-16,-30,-96,-110,56,-34,-26,-20,-20,2,112,-6.0,215.0,0.0,0.0,7.6
1321,2013-11-26,0.0,0.0,4.0,30.0,8.0,1,26,14,2,-12,-32,-23,24,141,85,-1,50,-24,31,0,34,-11,-34,-111,57,26,-34,-9,14,26,239,112.0,106.0,0.0,0.0,5.8
1322,2013-11-27,0.0,0.0,4.0,38.0,7.0,2,40,16,-2,-8,-15,-20,13,99,37,-31,-40,-31,-72,-27,19,-3,13,47,94,56,30,47,41,29,332,239.0,351.0,0.0,0.0,5.8
1323,2013-11-28,0.0,0.0,4.0,39.0,9.0,3,42,14,2,-7,-30,-32,-11,-48,-45,-4,-19,34,12,2,-28,29,43,51,50,23,-26,-10,8,18,68,332.0,571.0,0.0,0.0,3.0
1324,2013-11-29,0.0,0.0,4.0,44.0,11.0,4,30,5,7,-4,-24,-33,-2,52,43,32,-3,-16,29,-2,70,36,19,80,13,0,-6,-8,-1,-14,303,68.0,400.0,0.0,0.0,1.8
1325,2013-11-30,0.0,0.0,4.0,45.0,12.0,5,18,0,-3,1,-35,-28,-14,16,-45,-141,-139,-19,-111,-78,-91,-46,13,23,74,-5,-58,-4,-5,-8,-685,303.0,371.0,0.0,0.0,-0.0
1326,2013-12-01,0.0,0.0,4.0,42.0,11.0,6,23,12,2,-18,-38,-61,-1,-42,-125,-232,-221,-176,-68,-24,-7,23,-16,51,43,-1,-7,24,26,25,-808,-685.0,-382.0,0.0,0.0,-0.0
1327,2013-12-02,0.02,0.2,4.0,34.0,17.0,0,39,6,7,-5,-50,-18,22,205,79,35,12,-31,-60,-8,-13,-70,-146,-118,14,-4,-30,-5,-2,-1,-142,-808.0,-1493.0,0.0,0.0,-0.0
1328,2013-12-03,0.0,0.0,4.0,38.0,29.0,1,21,8,7,0,-34,-13,40,268,106,58,12,30,-41,-33,-46,-105,-156,-79,-30,-9,-55,2,-12,20,-41,-142.0,-950.0,0.2,0.2,0.2
1329,2013-12-04,0.47,8.1,12.0,34.0,3.0,2,27,22,2,-2,-24,-4,63,288,119,54,-2,-30,-11,-75,22,-47,-77,-142,-64,-53,-41,-31,17,-3,8,-41.0,-183.0,0.0,0.2,0.2
1330,2013-12-08,0.22,4.0,15.0,17.0,0.0,6,17,13,6,-12,-31,-5,10,29,1,10,-71,-89,-23,-76,-44,-19,-9,12,-33,25,6,24,9,14,-236,8.0,-33.0,8.1,8.1,8.3
1331,2013-12-09,0.0,0.0,15.0,12.0,-5.0,0,23,15,-3,-6,-41,-17,34,248,96,65,49,-27,14,-18,26,-98,-173,-136,22,-24,-52,-22,7,-2,-20,-236.0,-228.0,4.0,12.1,12.3
1332,2013-12-14,0.04,0.0,12.0,26.0,-1.0,5,15,-4,3,-4,-17,-27,-12,16,25,61,-16,20,-16,-29,-15,-67,49,74,38,-31,-15,7,24,4,83,-20.0,-256.0,0.0,4.0,12.3
1333,2013-12-15,0.0,0.0,12.0,31.0,14.0,6,-4,3,-10,3,-27,-27,5,20,-41,-22,-98,-69,-82,-41,-109,-40,-47,76,31,10,7,-20,12,-1,-471,83.0,63.0,0.0,0.0,12.3
1334,2013-12-16,0.0,0.0,12.0,34.0,9.0,0,3,13,7,4,-35,-19,30,217,127,86,-12,-11,-17,-43,-46,-94,-159,-80,29,-17,-33,-39,2,9,-78,-471.0,-388.0,0.0,0.0,12.3
1335,2013-12-19,0.02,0.4,10.0,38.0,3.0,3,17,10,-4,1,-46,-20,39,232,78,91,8,4,-18,-23,-31,19,-81,-63,-26,-52,43,23,-2,8,207,-78.0,-549.0,0.0,0.0,12.1
1336,2013-12-20,0.1,2.6,13.0,43.0,23.0,4,-3,5,11,8,-29,-15,28,195,50,-46,16,0,-23,43,18,45,-32,-16,65,18,57,34,23,11,463,207.0,129.0,0.4,0.4,12.5
1337,2013-12-21,0.09,2.2,15.0,23.0,2.0,5,4,3,-4,-5,-19,-30,-7,14,62,13,-22,54,26,109,27,65,4,8,117,21,32,5,11,16,504,463.0,670.0,2.6,3.0,7.0
1338,2013-12-22,0.11,3.4,18.0,21.0,6.0,6,0,5,7,5,-36,-30,7,58,81,-23,-61,-6,21,48,-30,3,-32,6,50,30,47,8,27,16,201,504.0,967.0,2.2,4.8,5.2
1339,2013-12-23,0.48,10.1,25.0,23.0,16.0,0,16,8,5,15,-24,15,45,150,103,75,70,-5,-113,-37,-74,18,-67,-113,0,20,-23,6,-12,-4,74,201.0,705.0,3.4,5.6,8.6
1340,2013-12-24,0.08,2.1,24.0,28.0,22.0,1,11,13,3,11,-18,-2,49,85,25,53,-115,9,-38,-35,-81,-28,-12,57,-21,24,48,32,16,0,86,74.0,275.0,10.1,13.5,18.7
1341,2013-12-29,0.03,0.6,18.0,27.0,0.0,6,7,13,6,-4,-24,-36,-14,-36,-1,-84,-174,-67,10,66,-53,85,56,30,25,2,31,-18,-4,-11,-195,86.0,160.0,2.1,12.2,20.8
1342,2013-12-30,0.0,0.0,18.0,26.0,3.0,0,0,3,14,4,-14,-31,34,123,144,-3,4,37,13,16,20,-67,-133,-58,30,15,-24,-22,-20,-4,81,-195.0,-109.0,0.6,2.7,21.4
1343,2013-12-31,0.1,1.9,19.0,36.0,8.0,1,-9,5,-1,3,0,-8,38,131,149,-25,-52,62,-58,-59,44,30,-55,-71,15,15,41,10,-1,-24,180,81.0,-114.0,0.0,0.6,21.0
1344,2014-01-01,0.34,6.2,24.0,31.0,15.0,2,-10,3,17,3,-10,-31,-11,-9,-42,-146,-194,-166,-68,-8,-6,52,23,34,14,21,14,4,-17,-2,-535,180.0,261.0,1.9,1.9,20.3
1345,2014-01-02,0.04,1.2,24.0,28.0,-3.0,3,13,9,-5,-10,-40,-37,21,122,78,-46,-99,-33,7,6,0,-14,-149,-119,-48,-1,-22,0,-23,7,-383,-535.0,-355.0,6.2,8.1,24.3
1346,2014-01-04,0.0,0.0,0.0,29.0,-3.0,5,12,12,-4,3,-15,-36,21,38,24,-77,-54,-29,-9,79,163,-42,22,47,78,74,59,22,26,8,422,-383.0,-918.0,1.2,7.4,22.1
1347,2014-01-05,0.0,0.0,0.0,20.0,9.0,6,4,22,9,-3,-31,-29,5,-23,-83,-135,-162,-104,-46,-37,-43,-90,1,71,17,59,-6,4,-4,5,-599,422.0,39.0,0.0,1.2,12.0
1348,2014-01-06,0.0,0.0,0.0,12.0,-9.0,0,-2,18,7,-7,-32,-12,41,194,55,14,16,-28,10,-31,-23,-92,-126,-148,-4,-6,-15,-14,-18,1,-202,-599.0,-177.0,0.0,-0.0,9.9
1349,2014-01-08,0.06,1.8,24.0,24.0,-6.0,2,19,-2,1,0,-19,-34,57,217,82,-7,6,-30,-34,-28,-37,2,-79,-94,-54,-58,-63,-15,-13,-3,-186,-202.0,-801.0,0.0,-0.0,9.3
1350,2014-01-09,0.07,1.9,24.0,33.0,19.0,3,-3,23,13,-19,-22,-39,29,124,-15,-256,-110,-108,-61,-8,-33,-54,-128,-95,51,33,-2,14,36,21,-609,-186.0,-388.0,1.8,1.8,11.1
1351,2014-01-10,0.28,6.5,25.0,29.0,13.0,4,25,2,7,-4,-26,-8,65,142,191,48,64,9,2,1,1,-148,-119,-68,117,56,38,13,67,55,530,-609.0,-795.0,1.9,3.7,11.1
1352,2014-01-11,0.47,8.6,32.0,27.0,11.0,5,39,29,4,-8,-14,-25,-5,74,104,46,-39,-60,0,-3,70,-23,19,-18,18,-45,38,7,-46,2,164,530.0,-79.0,6.5,8.4,11.4
1353,2014-01-12,0.22,3.8,29.0,40.0,21.0,6,-2,-2,-8,-5,-24,-7,2,-44,-106,-53,-64,-50,-105,-92,-73,-55,-33,-43,21,18,9,13,7,10,-686,164.0,694.0,8.6,15.1,18.8
1354,2014-01-13,0.21,4.8,31.0,26.0,18.0,0,17,2,3,-6,-17,1,32,203,64,13,2,50,-53,28,-46,-45,-147,-79,-16,-19,-23,-19,-4,8,-51,-686.0,-522.0,3.8,12.4,22.6
1355,2014-01-14,0.06,2.2,31.0,29.0,18.0,1,13,5,9,6,-21,-13,56,263,94,40,20,48,7,-16,-33,-54,-103,-104,-41,-98,-55,-42,-21,-1,-41,-51.0,-737.0,4.8,8.6,27.4
1356,2014-01-15,0.02,0.4,31.0,32.0,9.0,2,-1,7,-1,10,-19,-26,61,185,18,17,-2,21,4,2,24,-22,-97,-106,7,-44,-36,-19,-32,13,-36,-41.0,-92.0,2.2,7.0,29.6
1357,2014-01-16,0.0,0.0,28.0,32.0,-2.0,3,1,9,3,-1,-23,9,65,188,123,-7,57,15,11,-1,-20,-62,-56,-126,29,10,55,38,-9,17,325,-36.0,-77.0,0.4,2.6,28.2
1358,2014-01-17,0.0,0.0,27.0,32.0,-2.0,4,8,6,-4,-5,-24,-12,66,82,154,69,41,25,49,-26,-11,-54,5,58,186,204,284,178,131,44,1454,325.0,289.0,0.0,0.4,26.3
1359,2014-01-23,0.0,0.0,25.0,31.0,-5.0,3,10,10,-5,0,-13,-25,59,202,45,18,34,-9,-12,-53,-3,-53,-119,-63,34,8,-20,23,-2,-9,57,1454.0,1779.0,0.0,0.0,19.8
1360,2014-01-27,0.04,0.9,24.0,36.0,-2.0,0,12,9,5,-10,-24,-9,61,183,53,-17,16,-17,-76,-35,-28,-110,-188,-161,60,-26,-19,-22,7,4,-332,57.0,1511.0,0.0,0.0,11.2
1361,2014-01-28,0.05,1.1,25.0,24.0,-8.0,1,1,9,-4,-7,9,-25,48,224,59,17,31,7,-27,-23,-32,-81,-128,-116,-17,-54,-42,-30,-4,1,-184,-332.0,-275.0,0.9,0.9,8.3
1362,2014-01-30,0.38,8.2,32.0,30.0,2.0,3,-1,9,30,-1,-22,-9,93,234,150,46,62,43,-8,-2,-18,-80,-103,-87,82,14,-5,38,28,19,512,-184.0,-516.0,1.1,2.0,4.6
1363,2014-01-31,0.34,4.6,34.0,28.0,22.0,4,19,26,-7,-2,-11,-3,92,190,91,37,28,-9,54,-21,12,-6,5,-15,60,61,13,-2,4,9,625,512.0,328.0,8.2,9.3,10.6
1364,2014-02-01,0.07,2.2,34.0,26.0,14.0,5,50,42,5,-11,1,-23,24,13,94,81,8,50,-42,-4,-95,-76,-65,52,39,-14,-29,25,-20,6,111,625.0,1137.0,4.6,12.8,14.8
1365,2014-02-02,0.02,1.0,33.0,22.0,-1.0,6,-2,6,-3,-15,8,-32,-30,-79,-49,-90,-131,-118,-45,14,-69,-98,-1,9,24,-47,6,26,-10,-2,-728,111.0,736.0,2.2,6.8,17.0
1366,2014-02-03,0.0,0.0,33.0,22.0,-6.0,0,-5,5,-5,6,-36,-44,-19,149,33,-38,-10,-14,-6,22,-72,-125,-181,-131,21,-1,-37,-13,-11,-6,-518,-728.0,-617.0,1.0,3.2,18.0
1367,2014-02-04,0.05,1.9,35.0,27.0,6.0,1,5,13,7,-11,22,-20,50,272,172,73,16,37,-12,-45,-93,-71,-193,-115,5,-13,-46,-7,14,-2,58,-518.0,-1246.0,0.0,1.0,18.0
1368,2014-02-05,0.2,4.1,36.0,21.0,-9.0,2,14,0,3,-9,10,-20,80,217,111,70,43,30,8,-5,-37,-96,-70,-121,0,-76,-59,-4,12,15,116,58.0,-460.0,1.9,1.9,19.0
1369,2014-02-06,0.02,1.0,34.0,17.0,-9.0,3,11,0,-6,1,-1,-10,90,215,143,57,52,75,10,53,27,-54,-58,3,59,43,-17,11,70,12,786,116.0,174.0,4.1,6.0,22.0
1370,2014-02-07,0.1,3.0,36.0,20.0,2.0,4,27,18,2,-10,9,-3,84,143,105,87,7,-11,58,79,16,-2,31,97,145,142,100,100,75,-2,1297,786.0,902.0,1.0,5.1,14.8
1371,2014-02-08,0.19,3.1,36.0,32.0,18.0,5,104,1,8,-20,3,-39,59,18,56,98,31,-61,14,-38,-46,-11,22,61,97,-71,-97,-2,-2,-8,177,1297.0,2083.0,3.0,4.0,13.2
1372,2014-02-09,0.32,4.0,39.0,35.0,25.0,6,9,6,10,-15,-2,-30,1,-64,-115,-164,-176,-212,-314,-252,-204,-80,-111,-6,47,-31,-2,8,12,-2,-1687,177.0,1474.0,3.1,6.1,14.1
1373,2014-02-10,0.24,1.8,37.0,35.0,28.0,0,7,9,-9,-7,8,-57,43,169,42,-56,-103,-45,-51,0,-36,-114,-217,-145,44,-20,-34,-47,-12,6,-625,-1687.0,-1510.0,4.0,7.1,17.1
1374,2014-02-11,0.04,0.6,36.0,34.0,6.0,1,2,2,0,0,0,-24,62,197,131,-17,3,-10,2,26,-43,-68,-140,-143,18,-35,-41,-56,-22,-12,-168,-625.0,-2312.0,1.8,5.8,18.9
1375,2014-02-12,0.01,0.5,36.0,34.0,5.0,2,3,0,4,1,21,-17,90,199,95,69,3,51,21,3,-67,-64,-82,-160,1,-58,-32,9,21,7,118,-168.0,-793.0,0.6,2.4,17.6
1376,2014-02-13,0.08,2.4,38.0,35.0,20.0,3,22,11,-8,-5,13,-17,95,194,143,61,17,59,39,-9,-5,-63,-83,-29,74,-39,-2,89,79,33,669,118.0,-50.0,0.5,1.1,14.0
1377,2014-02-14,0.28,1.2,34.0,41.0,25.0,4,24,22,0,-5,28,-7,88,159,57,28,15,1,5,88,96,2,-22,56,251,129,183,109,129,115,1551,669.0,787.0,2.4,2.9,15.4
1378,2014-02-15,0.0,0.0,34.0,38.0,22.0,5,69,39,7,1,-7,-33,-3,-27,45,6,32,115,51,95,43,23,-49,64,92,60,81,-21,-13,-3,667,1551.0,2220.0,1.2,3.6,13.6
1379,2014-02-16,0.0,0.0,32.0,43.0,32.0,6,13,-4,-5,-12,11,-15,-3,-15,-12,-69,-97,-132,-66,-110,-96,-184,-106,-9,77,6,14,27,-8,-13,-808,667.0,2218.0,0.0,1.2,10.5
1380,2014-02-17,0.04,0.5,31.0,47.0,13.0,0,4,8,10,-23,-7,-70,-20,-56,-149,-317,-269,-114,-112,-77,-95,-152,-251,-72,49,-13,0,-11,-23,1,-1759,-808.0,-141.0,0.0,-0.0,6.5
1381,2014-02-18,0.0,0.0,31.0,37.0,10.0,1,12,17,-4,-5,-1,-30,-12,114,137,-41,-47,-24,-63,-17,-79,-87,-159,-76,38,-32,-40,-11,-25,-4,-439,-1759.0,-2567.0,0.5,0.5,5.2
1382,2014-02-19,0.0,0.0,30.0,44.0,13.0,2,1,1,11,-9,15,-22,66,104,76,-1,-7,-5,-1,-50,0,-77,-163,-108,66,-26,-15,56,20,-12,-80,-439.0,-2198.0,0.0,0.5,4.6
1383,2014-02-20,0.07,3.1,32.0,40.0,13.0,3,16,20,3,-3,3,-45,55,136,146,73,-39,-31,-36,45,-49,5,-170,-56,75,11,-15,45,-10,25,204,-80.0,-519.0,0.0,-0.0,4.1
1384,2014-02-21,0.0,0.0,32.0,23.0,13.0,4,23,7,3,-10,5,-38,67,71,73,22,28,27,16,-30,-19,-20,-88,56,93,92,89,143,76,31,717,204.0,124.0,3.1,3.1,4.8
