,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,WEEKDAY,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,Flux,PrevFlux24,PrevFlux48,SNOW24,SNOW48,SNOW7
118,2010-04-30,0.04,0.8,1.0,37.0,24.0,4,11,-3,7,-7,-12,-46,40,169,66,18,4,-19,-115,-45,-17,-104,-100,-90,40,-27,24,-26,-15,2,-245,-296.0,-487.0,2.2,2.2,4.8
296,2010-11-01,0.04,0.0,0.0,49.0,34.0,0,23,2,6,-17,-42,-71,-6,200,81,77,102,-12,-2,-31,-17,-12,26,-86,-30,20,-36,-27,-7,10,151,-509.0,-755.0,0.0,0.0,5.3
297,2010-11-02,0.0,0.0,0.0,48.0,23.0,1,30,22,-2,-2,-38,-50,-38,225,89,68,62,30,-7,-54,-74,-43,15,-111,6,-42,-20,-60,-6,-18,-18,151.0,-358.0,0.0,0.0,3.5
298,2010-11-03,0.0,0.0,0.0,57.0,23.0,2,21,14,2,-6,-31,-78,-52,187,53,55,64,44,30,-38,25,-31,14,-73,-33,-62,-63,-34,-2,-1,5,-18.0,133.0,0.0,0.0,1.2
299,2010-11-04,0.0,0.0,0.0,60.0,24.0,3,23,27,6,-3,-39,-46,-28,133,52,57,82,-2,12,15,32,21,55,-65,13,-45,-39,-33,-6,21,243,5.0,-13.0,0.0,0.0,0.0
300,2010-11-05,0.0,0.0,0.0,59.0,24.0,4,30,13,7,3,-25,-77,-37,117,98,104,93,132,59,8,33,43,114,109,148,90,39,-43,6,4,1068,243.0,248.0,0.0,0.0,0.0
301,2010-11-06,0.0,0.0,0.0,63.0,24.0,5,35,11,6,4,-38,-53,-106,-56,33,-3,-34,-13,19,-6,-29,-56,87,53,94,36,21,0,29,5,39,1068.0,1311.0,0.0,0.0,0.0
302,2010-11-07,0.0,0.0,0.0,67.0,26.0,6,11,13,2,6,0,-44,-47,-53,-39,21,-56,-108,-116,-106,-35,-30,64,126,117,37,40,42,-4,-4,-163,39.0,1107.0,0.0,0.0,0.0
303,2010-11-08,0.0,0.0,0.0,52.0,23.0,0,35,23,-3,-9,-33,-79,26,162,134,39,0,-14,-42,-61,-61,-80,-50,-47,39,-34,-65,-37,-16,12,-161,-163.0,-124.0,0.0,0.0,0.0
304,2010-11-09,0.19,2.0,2.0,63.0,23.0,1,11,29,7,-5,-28,-91,-16,257,117,49,2,-22,-29,-34,-19,-78,-36,-122,-55,-46,-67,-30,-7,5,-208,-161.0,-324.0,0.0,0.0,0.0
305,2010-11-10,0.09,1.4,3.0,31.0,22.0,2,13,19,5,-2,-45,-95,-50,224,65,72,22,1,-47,-78,-51,-16,-57,-121,-36,-85,-39,-48,-14,-9,-372,-208.0,-369.0,2.0,2.0,2.0
306,2010-11-11,0.03,0.5,2.0,34.0,20.0,3,22,20,3,-10,-38,-82,-63,158,46,52,-7,49,12,-107,-61,-98,-11,-19,-43,-55,-74,-32,6,8,-324,-372.0,-580.0,1.4,3.4,3.4
307,2010-11-12,0.02,0.8,3.0,29.0,20.0,4,27,14,4,-8,-32,-98,-67,170,18,75,3,12,-148,-110,-111,-133,2,-64,-7,13,-10,-30,17,-5,-468,-324.0,-696.0,0.5,1.9,3.9
308,2010-11-13,0.02,0.5,2.0,32.0,20.0,5,20,25,1,-3,-26,-73,-74,-41,24,24,-31,-5,-96,-74,-40,-17,-7,46,21,11,-19,-24,3,-6,-361,-468.0,-792.0,0.8,1.3,4.7
309,2010-11-14,0.24,3.1,6.0,28.0,22.0,6,3,29,5,-5,-19,-48,-5,-38,-21,-33,-97,-82,-89,-82,1,37,53,111,81,43,35,31,14,18,-58,-361.0,-829.0,0.5,1.3,5.2
310,2010-11-15,0.45,5.6,11.0,28.0,22.0,0,16,27,3,-15,-32,-79,10,141,188,71,10,70,20,49,41,-5,-14,-38,-2,-37,-50,-51,-10,18,331,-58.0,-419.0,3.1,3.6,8.3
311,2010-11-16,0.4,4.6,14.0,37.0,26.0,1,18,25,3,-1,-29,-81,-39,220,122,112,121,118,88,29,24,-91,-37,-104,-31,-10,-37,-26,-12,-14,368,331.0,273.0,5.6,8.7,13.9
312,2010-11-17,0.34,5.7,16.0,32.0,25.0,2,15,34,0,2,-40,-79,-18,218,100,61,117,91,46,-29,32,-52,-17,-111,-20,-18,-40,-29,-11,-13,239,368.0,699.0,4.6,10.2,16.5
313,2010-11-18,0.0,0.0,13.0,35.0,5.0,3,25,28,13,-2,-39,-103,13,206,88,53,27,55,18,-98,-48,0,20,-74,-50,-11,-59,-34,-6,16,38,239.0,607.0,5.7,10.3,20.8
314,2010-11-19,0.0,0.0,12.0,40.0,3.0,4,16,24,-3,5,-42,-86,-38,204,53,49,-18,-46,-39,-117,-63,-45,55,-52,49,34,12,-13,5,12,-44,38.0,277.0,0.0,5.7,20.3
315,2010-11-20,0.0,0.0,9.0,41.0,5.0,5,25,25,1,-1,-40,-40,-61,-46,36,-40,-90,-69,-41,-107,-53,-8,42,81,5,-3,-40,-23,-12,21,-438,-44.0,-6.0,0.0,0.0,19.5
316,2010-11-21,0.04,1.2,9.0,46.0,19.0,6,21,13,-4,1,-25,-29,-9,-7,2,-77,-98,-118,-89,-87,-48,6,34,23,28,23,4,-25,23,6,-432,-438.0,-482.0,0.0,0.0,19.0
317,2010-11-22,0.19,3.7,10.0,42.0,17.0,0,34,13,-3,-11,-30,-64,-40,187,116,79,11,45,-47,-46,24,-50,-51,-110,-16,-19,-64,-20,-18,1,-79,-432.0,-870.0,1.2,1.2,17.1
318,2010-11-23,0.03,1.6,9.0,25.0,15.0,1,17,26,-3,-9,-38,-65,-23,209,111,57,57,57,-39,-82,-59,-10,-56,-159,32,-7,8,-22,4,48,54,-79.0,-511.0,3.7,4.9,15.2
319,2010-11-24,0.05,2.7,9.0,37.0,10.0,2,23,24,0,1,-19,-21,8,125,109,74,51,23,9,-71,48,-39,41,19,-9,27,12,8,24,25,492,54.0,-25.0,1.6,5.3,12.2
320,2010-11-25,0.02,0.6,8.0,11.0,-14.0,3,25,9,-7,4,-18,-28,-8,-13,-8,-51,6,87,75,77,1,-35,14,26,58,52,16,19,43,11,355,492.0,546.0,2.7,4.3,9.2
321,2010-11-26,0.0,0.0,8.0,18.0,-16.0,4,-2,0,-5,-2,-7,5,10,32,50,59,34,17,12,-5,-1,11,-13,33,39,33,14,-7,4,-2,309,355.0,847.0,0.6,3.3,9.8
322,2010-11-27,0.0,0.0,8.0,29.0,1.0,5,-8,2,-9,4,-39,-29,-6,2,10,-122,-84,-69,-51,-29,-101,-73,-36,112,26,-12,-36,-11,24,-4,-539,309.0,664.0,0.0,0.6,9.8
323,2010-11-28,0.0,0.0,8.0,36.0,0.0,6,-6,0,-8,-3,-46,-33,-20,-44,-100,-204,-227,-125,-123,-78,-15,-27,28,71,99,67,47,29,15,22,-681,-539.0,-230.0,0.0,0.0,9.8
324,2010-11-29,0.17,5.4,13.0,31.0,17.0,0,14,5,-4,28,-57,-40,10,239,158,67,12,-3,-25,-33,-23,-12,-67,-134,-42,-11,-27,-11,-18,10,36,-681.0,-1220.0,0.0,0.0,8.6
325,2010-11-30,0.01,0.5,12.0,22.0,0.0,1,6,-1,17,21,-63,-67,-9,234,136,138,26,73,-20,-21,-20,-114,-31,-99,-46,-20,-31,-10,-15,4,88,36.0,-645.0,5.4,5.4,10.3
326,2010-12-01,0.0,0.0,10.0,19.0,-3.0,2,5,4,3,19,-62,-46,-34,211,78,60,66,80,51,-11,-50,-39,-21,-59,-42,-110,-88,-45,-13,0,-43,88.0,124.0,0.5,5.9,9.2
327,2010-12-02,0.02,0.4,10.0,27.0,18.0,3,2,7,6,16,-62,-31,-23,246,122,84,70,47,-9,-85,-21,-57,-21,-88,-45,-36,-39,-46,-12,-17,8,-43.0,45.0,0.0,0.5,6.5
328,2010-12-03,0.0,0.0,8.0,45.0,18.0,4,0,6,-2,1,-40,-31,-21,177,54,43,62,81,20,3,9,-86,-64,-78,76,45,4,48,12,-15,304,8.0,-35.0,0.4,0.4,6.3
329,2010-12-04,0.02,0.3,8.0,36.0,26.0,5,21,10,1,-11,-45,-31,-9,6,64,80,43,23,27,6,7,-122,-17,40,69,28,8,-34,-9,-7,148,304.0,312.0,0.0,0.4,6.3
330,2010-12-05,0.06,0.9,9.0,38.0,27.0,6,0,1,-8,3,-32,-20,-9,-30,38,-28,-66,-114,-58,-89,-99,-50,21,51,24,-13,-12,-13,-14,-3,-520,148.0,452.0,0.3,0.3,6.6
331,2010-12-06,0.0,0.0,8.0,39.0,17.0,0,15,9,8,19,-51,-45,4,231,132,73,40,0,10,25,-41,-70,-73,-85,-49,-35,-27,-21,-13,2,58,-520.0,-372.0,0.9,1.2,7.5
332,2010-12-07,0.25,3.0,11.0,33.0,14.0,1,4,5,7,34,-59,-59,-39,220,168,90,35,33,-2,-10,-49,-119,-28,-79,-27,-51,-36,-21,-18,-12,-13,58.0,-462.0,0.0,0.9,2.1
333,2010-12-08,0.0,0.0,10.0,38.0,5.0,2,0,-1,6,18,-60,-39,-12,212,164,103,68,17,-39,-81,31,-90,-25,-108,-74,-61,-66,-26,-1,3,-61,-13.0,45.0,3.0,3.0,4.6
334,2010-12-09,0.0,0.0,10.0,34.0,4.0,3,-2,2,13,20,-59,-36,7,165,124,88,25,61,-32,-5,-55,-39,-52,-69,-60,-25,-6,-27,10,-7,41,-61.0,-74.0,0.0,3.0,4.6
335,2010-12-10,0.03,0.3,9.0,38.0,22.0,4,10,-6,3,-7,-61,-39,-19,181,115,63,72,57,28,-15,8,-94,-4,-36,20,8,55,-8,-42,132,421,41.0,-20.0,0.0,0.0,4.2
336,2010-12-11,0.02,0.1,9.0,37.0,24.0,5,79,19,11,6,-32,-23,-5,-33,48,81,32,34,22,-24,-6,4,60,72,33,12,-42,-27,-37,17,301,421.0,462.0,0.3,0.3,4.5
337,2010-12-12,0.0,0.0,9.0,30.0,18.0,6,12,5,-5,-5,-33,-28,-11,2,3,-38,-102,-74,-141,-73,-115,-73,-9,-8,51,0,-33,26,-4,-12,-665,301.0,722.0,0.1,0.4,4.3
338,2010-12-13,0.0,0.0,9.0,30.0,15.0,0,9,8,4,24,-61,-44,-14,226,91,55,82,36,9,-73,-27,-42,-57,-75,-73,-29,-61,-22,-3,-4,-41,-665.0,-364.0,0.0,0.1,3.4
339,2010-12-14,0.0,0.0,9.0,35.0,11.0,1,7,8,10,19,-55,-41,-9,266,101,71,70,70,51,-35,19,-21,-71,-54,-33,-87,-73,-6,-23,-3,181,-41.0,-706.0,0.0,0.0,3.4
340,2010-12-15,0.0,0.0,9.0,41.0,19.0,2,13,7,3,12,-49,-45,-24,156,156,60,92,45,2,26,-91,-47,-18,-85,-89,-86,-60,6,-5,-14,-35,181.0,140.0,0.0,0.0,0.4
341,2010-12-16,0.1,2.2,11.0,39.0,2.0,3,4,15,0,15,-51,-47,-18,163,145,114,78,28,-5,-73,-49,18,-94,-121,-68,-78,8,-23,-7,13,-33,-35.0,146.0,0.0,0.0,0.4
342,2010-12-17,0.0,0.0,11.0,24.0,-12.0,4,9,4,9,-1,-49,-16,-16,152,72,45,86,41,-2,-59,1,-67,-24,-30,2,29,51,39,4,-13,267,-33.0,-68.0,2.2,2.2,2.6
343,2010-12-18,0.12,2.4,13.0,20.0,-13.0,5,18,23,8,-6,-25,-13,-23,-50,32,43,29,4,11,61,76,47,27,69,72,58,7,1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
344,2010-12-19,0.39,5.8,18.0,28.0,14.0,6,8,-2,-8,6,-39,0,-5,24,64,15,-28,-61,-18,-11,10,48,45,83,51,28,-5,-21,-9,3,178,426.0,693.0,2.4,2.4,4.6
345,2010-12-20,0.44,1.6,15.0,44.0,27.0,0,-2,-3,18,6,-46,-37,-6,150,145,36,70,51,36,-15,-65,-12,-109,-129,-40,31,-12,-24,12,-9,46,178.0,604.0,5.8,8.2,10.4
346,2010-12-21,0.76,9.3,24.0,39.0,24.0,1,7,10,14,7,-43,-37,-12,184,194,80,-2,15,-26,-9,-116,-6,-124,-145,-20,-10,-44,-69,-36,-21,-209,46.0,224.0,1.6,7.4,12.0
347,2010-12-22,0.11,2.0,25.0,29.0,24.0,2,1,-3,4,11,-49,-20,14,85,170,47,55,40,-3,8,-61,-8,-117,-129,-110,-66,-26,-28,-3,10,-178,-209.0,-163.0,9.3,10.9,21.3
348,2010-12-23,0.12,0.0,20.0,38.0,24.0,3,6,6,7,14,-31,1,31,124,111,43,36,39,-36,1,46,-38,-76,-71,-6,33,-17,-43,11,-12,179,-178.0,-387.0,2.0,11.3,23.3
349,2010-12-24,0.0,0.0,18.0,35.0,27.0,4,9,-1,10,13,-13,6,21,54,54,-3,57,42,7,31,34,-33,28,-11,9,-27,-37,-37,-10,12,215,179.0,1.0,0.0,2.0,21.1
350,2010-12-25,0.0,0.0,18.0,35.0,6.0,5,17,4,-1,-1,-12,-15,7,0,0,-19,-34,-34,58,9,-2,14,14,41,51,-19,41,52,29,12,212,215.0,394.0,0.0,0.0,21.1
351,2010-12-26,0.0,0.0,18.0,32.0,2.0,6,13,0,-3,-4,-22,-5,-14,-21,35,-88,-132,-78,19,57,136,138,112,84,108,66,39,64,43,-7,540,212.0,427.0,0.0,0.0,18.7
352,2010-12-27,0.13,2.7,20.0,29.0,1.0,0,11,7,14,1,-48,-34,-17,84,116,17,-9,7,35,76,46,184,34,-7,35,2,25,5,14,-12,586,540.0,752.0,0.0,0.0,12.9
353,2010-12-28,0.0,0.0,18.0,32.0,-2.0,1,9,7,13,-4,-35,-33,-5,125,132,4,14,53,-17,25,92,65,-89,-89,-23,-34,-3,-3,-17,2,189,586.0,1126.0,2.7,2.7,14.0
354,2010-12-29,0.1,2.1,20.0,25.0,-4.0,2,8,7,5,-2,-32,-23,1,75,109,-18,-12,35,-49,46,59,3,-72,-79,7,15,-13,5,-7,-5,63,189.0,775.0,0.0,2.7,4.7
355,2010-12-30,0.29,5.6,25.0,26.0,5.0,3,-2,15,-1,-1,-28,-32,-1,148,111,55,14,-16,39,-23,-21,-93,-156,-80,-35,2,-6,4,-30,-4,-141,63.0,252.0,2.1,2.1,4.8
356,2010-12-31,0.18,4.0,27.0,20.0,-6.0,4,16,-1,8,-11,-38,-26,18,50,53,10,-62,7,-24,-5,-31,3,-33,27,53,-26,12,13,16,-13,16,-141.0,-78.0,5.6,7.7,10.4
357,2011-01-01,0.02,0.5,25.0,-4.0,-18.0,5,-13,-4,8,7,-30,-31,-30,-46,-90,-155,-204,-165,-121,-58,-50,-42,-22,53,40,6,-8,22,-8,-17,-958,16.0,-125.0,4.0,9.6,14.4
358,2011-01-02,0.0,0.0,24.0,-4.0,-19.0,6,7,7,-8,-7,-38,-24,-49,-39,-72,-107,-189,-186,-109,-63,-24,-73,-23,-27,4,-13,-15,0,0,-2,-1050,-958.0,-942.0,0.5,4.5,14.9
359,2011-01-03,0.14,2.9,27.0,15.0,-19.0,0,2,5,-1,10,-57,-34,-13,226,84,25,25,-28,0,-35,-41,-145,-5,-124,0,-41,-41,-28,-7,-12,-235,-1050.0,-2008.0,0.0,0.5,14.9
360,2011-01-04,0.02,0.4,24.0,28.0,-1.0,1,9,7,-1,37,-39,-53,1,253,100,81,42,39,-41,-38,-53,-30,-42,-155,16,-34,-60,-32,-32,-15,-40,-235.0,-1285.0,2.9,2.9,15.1
361,2011-01-05,0.03,1.1,25.0,18.0,5.0,2,10,3,16,19,-45,-49,-18,195,145,88,20,77,56,189,0,57,8,-45,34,-63,-53,-15,-5,10,634,-40.0,-275.0,0.4,3.3,15.5
362,2011-01-06,0.0,0.1,24.0,26.0,10.0,3,16,-7,2,19,-54,-56,18,223,150,104,17,26,5,-12,-33,-37,-57,-83,0,-31,-22,-15,5,-11,167,634.0,594.0,1.1,1.5,14.5
363,2011-01-07,0.0,0.0,23.0,29.0,12.0,4,13,0,-7,-7,-42,-37,-19,199,53,24,10,27,18,-11,-62,-81,-110,-22,60,60,91,67,78,17,319,167.0,801.0,0.1,1.2,9.0
364,2011-01-08,0.0,0.0,22.0,32.0,9.0,5,-6,2,-15,8,-55,-43,-17,6,42,25,-61,7,-23,12,-5,-86,-54,0,26,29,29,21,-2,4,-156,319.0,486.0,0.0,0.1,5.0
365,2011-01-09,0.41,7.2,29.0,30.0,10.0,6,-7,-4,3,-5,-55,-12,-5,-14,4,-103,-186,-152,-88,-101,-90,-106,-85,2,26,-22,-15,-29,21,-22,-1045,-156.0,163.0,0.0,0.0,4.5
366,2011-01-10,0.13,3.1,30.0,24.0,-11.0,0,-4,9,0,28,-70,-65,-12,136,28,-93,-105,-88,-33,-96,-94,-89,-80,-182,-34,-33,-35,-19,-38,-16,-985,-1045.0,-1201.0,7.2,7.2,11.7
367,2011-01-11,0.03,0.8,28.0,9.0,-13.0,1,6,10,8,9,-56,-45,-8,221,167,21,44,53,-15,-32,-48,-25,-61,-108,-34,-80,-53,-37,-42,0,-105,-985.0,-2030.0,3.1,10.3,11.9
368,2011-01-12,0.0,0.0,28.0,14.0,-15.0,2,-2,1,9,22,-55,-35,1,169,112,2,43,19,62,-21,-40,-7,-20,-180,-13,-60,-57,-15,-11,-3,-79,-105.0,-1090.0,0.8,3.9,12.3
369,2011-01-13,0.0,0.0,27.0,19.0,-15.0,3,7,13,8,17,-45,-36,-19,184,82,66,65,31,26,-23,-21,0,-59,-124,4,-34,9,-34,-6,3,114,-79.0,-184.0,0.0,0.8,11.2
370,2011-01-14,0.0,0.0,27.0,36.0,17.0,4,-6,10,9,17,-50,-22,-13,92,111,27,19,90,52,-1,-39,-16,-12,7,190,179,161,108,114,33,1060,114.0,35.0,0.0,0.0,11.1
371,2011-01-15,0.0,0.0,27.0,35.0,24.0,5,5,-19,0,3,-37,-23,-29,21,112,55,33,69,-8,96,66,37,-41,107,109,70,14,-23,-9,-10,598,1060.0,1174.0,0.0,0.0,11.1
372,2011-01-16,0.02,0.5,27.0,34.0,21.0,6,0,7,-11,0,-45,-24,15,2,24,-37,-146,-72,-63,-64,-59,-60,-76,-21,49,8,-13,-12,-10,-1,-609,598.0,1658.0,0.0,0.0,11.1
373,2011-01-17,0.85,3.8,28.0,32.0,20.0,0,14,3,-1,8,-54,-60,-25,92,48,-107,-111,-103,-198,-107,-120,-112,-86,-85,-31,-56,-34,-21,-16,2,-1160,-609.0,-11.0,0.5,0.5,4.4
374,2011-01-18,0.0,0.0,25.0,37.0,29.0,1,2,5,5,22,-64,-71,-14,198,128,69,15,57,72,0,-41,-51,-38,-167,-67,-77,-67,-45,-26,-1,-156,-1160.0,-1769.0,3.8,4.3,5.1
375,2011-01-19,0.17,3.7,29.0,35.0,25.0,2,0,-5,14,19,-54,-24,-5,197,102,28,45,37,-15,-7,8,-36,-17,-96,-72,-63,-61,-23,-20,17,-31,-156.0,-1316.0,0.0,3.8,4.3
376,2011-01-20,0.18,4.9,32.0,30.0,14.0,3,10,-3,-1,27,-37,-43,8,216,90,60,78,11,22,-9,22,-60,-86,-114,-36,2,-5,-4,-3,5,150,-31.0,-187.0,3.7,3.7,8.0
377,2011-01-21,0.02,0.5,30.0,25.0,13.0,4,9,7,8,-3,-48,-47,18,185,104,31,-2,33,-35,-63,-79,-64,35,-68,18,86,93,48,39,17,322,150.0,119.0,4.9,8.6,12.9
378,2011-01-22,0.32,6.8,35.0,31.0,10.0,5,11,4,5,6,-39,-12,-8,-26,-5,4,-15,4,-56,-82,-78,-131,-86,-24,-32,-42,-19,-7,3,-6,-631,322.0,472.0,0.5,5.4,13.4
379,2011-01-23,0.0,0.0,34.0,29.0,7.0,6,2,0,-7,-4,-36,-14,-8,-36,-31,-116,-168,-125,-65,-82,-83,-40,-98,47,13,8,-21,-2,-1,16,-851,-631.0,-309.0,6.8,7.3,20.2
380,2011-01-24,0.05,0.9,33.0,30.0,10.0,0,13,7,7,23,-45,-43,-9,217,113,47,63,30,20,-52,-100,-68,44,-122,-66,-63,-50,-13,-4,-6,-57,-851.0,-1482.0,0.0,6.8,19.7
381,2011-01-25,0.03,0.5,32.0,29.0,-9.0,1,3,7,6,19,-50,-42,32,245,106,90,22,30,19,13,-60,-65,-73,-70,-79,-51,-50,-18,-11,-17,6,-57.0,-908.0,0.9,0.9,16.8
382,2011-01-26,0.12,2.6,31.0,19.0,-9.0,2,4,8,6,23,-57,-38,47,214,106,71,10,52,-18,-16,-13,13,-67,-70,-52,-61,-69,-36,6,17,80,6.0,-51.0,0.5,1.4,17.3
383,2011-01-27,0.01,0.0,30.0,32.0,4.0,3,-6,3,3,2,-57,-38,28,194,77,89,61,40,0,-23,9,-50,-73,-71,-25,59,-6,-34,3,9,194,80.0,86.0,2.6,3.1,16.2
384,2011-01-28,0.0,0.0,29.0,33.0,3.0,4,5,13,2,-1,-44,-34,-12,166,65,-1,-21,46,8,-89,-72,-56,-28,64,136,126,62,81,99,25,540,194.0,274.0,0.0,2.6,11.3
385,2011-01-29,0.0,0.0,29.0,35.0,2.0,5,2,11,-2,-4,-44,-29,-24,22,83,52,-20,-20,-54,-18,39,6,23,67,6,9,-23,-12,5,-8,67,540.0,734.0,0.0,0.0,10.8
386,2011-01-30,0.0,0.0,29.0,35.0,2.0,6,-4,-7,-8,-5,-41,-15,-11,-26,-32,-49,-159,-126,-175,-118,-92,-125,-43,45,18,17,26,-12,-11,-5,-958,67.0,607.0,0.0,0.0,4.0
387,2011-01-31,0.02,0.3,29.0,38.0,9.0,0,-4,-6,9,17,-62,-44,13,202,90,22,-16,-10,-21,14,16,-45,-89,-106,-49,-27,-64,-6,-18,-3,-187,-958.0,-891.0,0.0,0.0,4.0
388,2011-02-01,0.17,4.6,31.0,39.0,-10.0,1,3,2,5,20,-57,-54,12,267,131,49,43,27,49,6,-94,-54,-45,-124,-12,-90,-55,-19,-32,-8,-30,-187.0,-1145.0,0.3,0.3,3.4
389,2011-02-02,0.0,0.0,30.0,0.0,-36.0,2,9,4,5,28,-49,-35,12,124,85,49,52,53,7,-9,11,56,-3,-103,-78,-53,-18,-21,6,-11,121,-30.0,-217.0,4.6,4.9,7.5
390,2011-02-03,0.0,0.0,30.0,-3.0,-36.0,3,11,7,-5,22,-46,-52,21,214,113,79,46,80,47,-32,-15,-43,-1,-115,-46,-1,-19,50,48,-11,352,121.0,91.0,0.0,4.6,4.9
391,2011-02-04,0.0,0.0,30.0,9.0,-34.0,4,16,3,8,-1,-56,-23,-17,158,171,76,63,75,-13,-10,-43,5,-56,-20,129,72,116,80,70,1,804,352.0,473.0,0.0,0.0,4.9
392,2011-02-05,0.39,5.2,35.0,19.0,-14.0,5,-2,0,4,4,-40,-28,-21,-15,-12,-10,-3,-12,-52,-28,-70,-59,-74,118,111,21,-16,-10,23,10,-161,804.0,1156.0,0.0,0.0,4.9
393,2011-02-06,0.25,5.8,38.0,29.0,16.0,6,-7,6,2,4,-23,-38,-15,8,-47,-136,-127,-153,-160,-177,-86,-160,-54,41,36,-2,-11,-14,5,-6,-1114,-161.0,643.0,5.2,5.2,10.1
394,2011-02-07,0.14,4.6,40.0,23.0,8.0,0,21,13,0,-6,-26,-80,-8,165,82,-20,-5,-29,-19,-21,-104,-82,-137,-108,-39,-44,-30,-46,13,-9,-519,-1114.0,-1275.0,5.8,11.0,15.9
395,2011-02-08,0.76,12.5,46.0,23.0,8.0,1,8,35,-5,-5,-16,-50,-11,280,192,55,36,14,-26,-59,-91,-68,-42,-131,-17,-84,-77,-45,-21,3,-125,-519.0,-1633.0,4.6,10.4,20.2
396,2011-02-09,0.03,0.5,43.0,13.0,-19.0,2,11,25,3,-7,-8,-68,21,198,76,79,44,14,24,-74,18,18,-46,-85,-59,-79,-78,-45,-1,8,-11,-125.0,-644.0,12.5,17.1,28.1
397,2011-02-10,0.01,0.2,41.0,9.0,-17.0,3,8,16,2,2,-24,-59,26,209,102,73,76,36,21,-68,-19,-24,-45,-53,-40,24,-28,9,-10,10,244,-11.0,-136.0,0.5,13.0,28.6
398,2011-02-11,0.0,0.0,40.0,24.0,-6.0,4,23,21,2,-2,-26,-41,19,205,71,57,61,46,18,-5,-67,-13,-14,51,95,80,48,33,78,-3,737,244.0,233.0,0.2,0.7,28.8
399,2011-02-12,0.0,0.0,39.0,32.0,-6.0,5,14,15,1,-5,-29,-55,-14,-25,81,47,-15,54,-5,-10,8,-58,-13,66,84,18,-2,-30,20,-11,136,737.0,981.0,0.0,0.2,28.8
400,2011-02-13,0.0,0.0,37.0,34.0,-3.0,6,11,10,-11,-11,-17,-57,-28,-60,-4,-112,-114,-141,-173,-164,-137,-53,-41,1,12,30,-14,-15,16,14,-1058,136.0,873.0,0.0,0.0,23.6
401,2011-02-14,0.0,0.0,36.0,40.0,-3.0,0,12,24,-2,-10,-19,-53,5,186,124,28,-35,2,15,-41,-67,-89,-92,-112,62,-50,-65,-65,6,-20,-256,-1058.0,-922.0,0.0,0.0,17.8
402,2011-02-15,0.0,0.0,35.0,40.0,4.0,1,9,16,1,3,-17,-63,-13,186,107,77,27,82,-11,-24,-39,-47,-31,-63,-13,-34,-90,-67,-31,1,-34,-256.0,-1314.0,0.0,0.0,13.2
403,2011-02-16,0.0,0.0,35.0,38.0,6.0,2,1,29,0,1,-21,-68,-11,208,84,69,32,78,-47,-28,-53,-108,-44,-68,2,-12,-67,-45,5,4,-59,-34.0,-290.0,0.0,0.0,0.7
404,2011-02-17,0.1,2.2,35.0,50.0,6.0,3,24,25,-1,-8,0,-55,-14,185,83,78,38,40,12,-45,8,27,-24,-75,-9,35,-26,11,7,10,326,-59.0,-93.0,0.0,0.0,0.2
405,2011-02-18,0.04,0.6,34.0,29.0,5.0,4,26,33,10,0,-8,-63,-15,142,99,59,51,-4,73,9,50,-39,-42,32,173,152,109,15,129,57,1048,326.0,267.0,2.2,2.2,2.2
406,2011-02-19,0.08,1.3,34.0,41.0,7.0,5,44,20,-10,3,-24,-45,-27,-59,89,95,19,118,-10,28,7,61,45,149,112,-26,3,-81,-14,37,534,1048.0,1374.0,0.6,2.8,2.8
407,2011-02-20,0.37,2.6,34.0,49.0,13.0,6,22,34,4,-5,-4,-35,-29,-20,42,-43,-81,-124,-118,-61,-63,-19,-35,36,9,14,6,-20,-19,-12,-521,534.0,1582.0,1.3,1.9,4.1
408,2011-02-21,0.09,3.4,36.0,33.0,18.0,0,7,14,2,-6,-1,-56,-50,29,-18,-167,-291,-144,-94,-119,-107,-67,-40,20,-9,-7,-69,-34,-5,0,-1212,-521.0,13.0,2.6,3.9,6.7
409,2011-02-22,0.03,0.6,34.0,30.0,6.0,1,28,13,0,-10,-28,-67,-36,134,107,78,31,7,-26,-45,-77,-66,-111,-106,-42,-50,-45,-62,-21,-11,-405,-1212.0,-1733.0,3.4,6.0,10.1
410,2011-02-23,0.0,0.0,33.0,36.0,4.0,2,19,30,4,-5,-16,-51,-32,112,117,69,34,14,-25,-31,-77,-33,-27,-43,8,-16,-51,-52,-32,3,-81,-405.0,-1617.0,0.6,4.0,10.7
411,2011-02-24,0.08,1.4,32.0,38.0,11.0,3,12,24,0,-4,-22,-73,-46,104,95,71,50,35,36,-98,-45,-31,-12,-60,34,55,-6,3,22,-2,142,-81.0,-486.0,0.0,0.6,10.7
412,2011-02-25,0.29,6.5,38.0,34.0,19.0,4,17,17,11,-10,-15,-56,-9,90,90,82,9,-1,-37,-21,-53,-51,-14,-5,122,96,109,130,43,-2,542,142.0,61.0,1.4,1.4,9.9
