"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-07","0.04","0.0","0.0","76","41","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-08","0.10","0.0","0.0","78","45","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-09","0.00","0.0","0.0","67","32","34"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-10","0.00","0.0","0.0","59","28","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-11","0.00","0.0","0.0","72","29","36"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-12","0.00","0.0","0.0","72","36","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-13","0.00","0.0","0.0","74","40","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-14","0.00","0.0","0.0","75","41","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-15","0.57","0.0","0.0","72","40","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-16","0.04","0.0","0.0","70","41","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-17","0.02","0.0","0.0","74","49","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-18","0.03","0.0","0.0","66","48","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-19","0.53","0.0","0.0","60","41","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-20","0.09","0.0","0.0","74","41","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-21","0.79","0.0","0.0","74","37","37"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-22","1.42","1.0","1.0","39","32","39"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-23","0.78","0.8","1.0","55","32","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-24","0.24","0.0","0.0","54","32","38"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-25","0.04","0.0","0.0","70","38","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-26","0.00","0.0","0.0","78","40","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-27","0.00","0.0","0.0","79","39","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-28","0.00","0.0","0.0","81","42","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-29","0.00","0.0","0.0","84","44","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-06-30","0.00","0.0","0.0","82","49","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-01","0.28","0.0","0.0","78","50","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-02","0.00","0.0","0.0","78","44","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-03","0.00","0.0","0.0","79","45","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-04","0.00","0.0","0.0","81","42","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-05","0.00","0.0","0.0","80","43","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-06","0.04","0.0","0.0","79","43","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-07","0.00","0.0","0.0","81","45","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-08","0.15","0.0","0.0","76","46","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-09","0.00","0.0","0.0","74","42","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-10","0.00","0.0","0.0","78","41","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-11","0.00","0.0","0.0","82","42","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-12","0.00","0.0","0.0","85","45","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-13","0.00","0.0","0.0","84","48","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-14","0.00","0.0","0.0","83","48","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-15","0.00","0.0","0.0","83","48","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-16","0.02","0.0","0.0","80","47","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-17","0.00","0.0","0.0","85","49","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-18","0.00","0.0","0.0","85","43","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-19","0.00","0.0","0.0","85","43","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-20","0.02","0.0","0.0","86","43","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-21","0.10","0.0","0.0","85","45","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-22","0.00","0.0","0.0","84","49","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-23","0.10","0.0","0.0","86","47","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-24","0.00","0.0","0.0","84","47","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-25","0.15","0.0","0.0","85","50","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-26","0.00","0.0","0.0","79","48","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-27","0.00","0.0","0.0","82","49","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-28","0.20","0.0","0.0","78","50","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-29","0.00","0.0","0.0","80","42","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-30","0.00","0.0","0.0","84","43","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-07-31","0.00","0.0","0.0","84","48","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-01","0.04","0.0","0.0","79","48","56"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-02","0.00","0.0","0.0","74","50","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-03","0.00","0.0","0.0","83","47","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-04","0.00","0.0","0.0","87","47","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-05","0.47","0.0","0.0","85","49","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-06","0.00","0.0","0.0","83","48","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-07","0.03","0.0","0.0","86","48","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-08","0.00","0.0","0.0","82","48","54"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-09","0.12","0.0","0.0","77","54","55"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-10","0.00","0.0","0.0","82","50","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-11","0.04","0.0","0.0","83","52","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-12","0.17","0.0","0.0","75","43","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-13","0.00","0.0","0.0","80","40","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-14","0.00","0.0","0.0","81","40","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-15","0.00","0.0","0.0","83","41","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-16","0.02","0.0","0.0","84","41","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-17","0.04","0.0","0.0","83","43","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-18","0.08","0.0","0.0","75","39","39"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-19","0.00","0.0","0.0","85","39","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-20","0.00","0.0","0.0","86","41","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-21","0.00","0.0","0.0","87","41","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-22","0.00","0.0","0.0","87","42","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-23","0.06","0.0","0.0","84","46","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-24","0.04","0.0","0.0","80","40","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-25","0.00","0.0","0.0","80","40","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-26","0.00","0.0","0.0","85","41","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-27","0.00","0.0","0.0","78","34","34"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-28","0.00","0.0","0.0","78","34","35"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-29","0.00","0.0","0.0","85","35","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-30","0.00","0.0","0.0","84","40","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-08-31","0.10","0.0","0.0","83","43","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-01","0.00","0.0","0.0","87","41","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-02","0.00","0.0","0.0","89","41","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-03","0.00","0.0","0.0","89","40","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-04","0.00","0.0","0.0","88","40","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-05","0.00","0.0","0.0","87","47","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-06","0.00","0.0","0.0","88","47","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-07","0.09","0.0","0.0","84","47","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-08","0.00","0.0","0.0","79","39","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-09","0.49","0.0","0.0","79","39","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-10","0.00","0.0","0.0","72","37","38"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-11","0.14","0.0","0.0","74","38","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-12","0.27","0.0","0.0","60","40","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-13","0.00","0.0","0.0","61","31","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-14","0.00","0.0","0.0","73","31","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-15","0.00","0.0","0.0","78","33","35"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-16","0.00","0.0","0.0","80","35","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-17","0.00","0.0","0.0","77","43","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-18","0.14","0.0","0.0","71","35","35"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-19","0.02","0.0","0.0","76","35","38"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-20","0.00","0.0","0.0","79","38","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-21","0.00","0.0","0.0","73","29","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-22","0.00","0.0","0.0","65","27","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-23","0.00","0.0","0.0","67","27","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-24","0.00","0.0","0.0","74","29","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-25","0.00","0.0","0.0","71","30","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-26","0.00","0.0","0.0","79","33","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-27","0.00","0.0","0.0","79","33","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-28","0.16","0.0","0.0","71","46","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-29","0.00","0.0","0.0","78","43","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-09-30","0.00","0.0","0.0","83","43","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-01","0.00","0.0","0.0","68","29","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-02","0.00","0.0","0.0","72","28","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-03","0.00","0.0","0.0","61","21","21"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-04","0.00","0.0","0.0","73","21","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-05","0.00","0.0","0.0","74","25","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-06","0.00","0.0","0.0","58","23","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-07","0.00","0.0","0.0","58","18","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-08","0.00","0.0","0.0","69","18","21"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-09","0.00","0.0","0.0","71","21","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-10","0.48","4.2","4.0","72","21","21"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-11","0.00","0.0",,"28","8","9"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-12","0.00","0.0",,"40","7","12"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-13","0.00","0.0","0.0","57","12","16"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-14","0.00","0.0","0.0","63","16","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-15","0.00","0.0","0.0","64","21","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-16","0.00","0.0","0.0","63","21","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-17","0.00","0.0","0.0","71","24","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-18","0.00","0.0","0.0","72","25","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-19",,,,"44","26","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-20",,,,"51","25","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-21",,"5.0","6.0","29","24","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-22","0.19","3.1","7.0","31","21","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-23","0.00","0.0","5.0","36","26","35"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-24","0.15","1.1","6.0","36","11","11"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-25","0.00","0.0","4.0","35","11","13"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-26","0.00","0.0","3.0","50","13","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-27","0.07","1.1","3.0","61","19","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-28","0.28","5.7","8.0","29","11","11"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-29","0.16","3.4","7.0","23","11","17"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-30","0.14","3.0","8.0","24","0","0"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-10-31","0.00","0.0","6.0","16","-10","-7"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-01","0.00","0.0","5.0","33","-9","14"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-02","0.00","0.0","5.0","35","4","4"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-03","0.00","0.0","4.0","43","3","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-04","0.00","0.0","3.0","50","18","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-05","0.00","0.0","1.0","48","20","21"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-06","0.00","0.0","0.0","52","19","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-07","0.00","0.0","0.0","55","18","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-08","0.00","0.0","0.0","52","17","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-09","0.00","0.0","0.0","55","17","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-10","0.00","0.0","0.0","60","19","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-11","0.00","0.0","0.0","57","20","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-12","0.00","0.0","0.0","41","10","10"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-13","0.00","0.0","0.0","49","10","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-14","0.00","0.0","0.0","51","21","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-15","0.00","0.0","0.0","53","18","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-16","0.00","0.0","0.0","59","18","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-17","0.00","0.0","0.0","48","23","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-18","0.00","0.0","0.0","49","21","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-19","0.00","0.0","0.0","51","22","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-20","0.05","0.0","0.0","63","21","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-21","0.08","0.0","0.0","42","32","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-22","0.40","5.0","5.0","33","24","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-23","0.00","0.0","4.0","29","24","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-24","0.00","0.0","3.0","39","10","10"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-25","0.00","0.0","3.0","42","8","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-26","0.24","3.8","7.0","38","18","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-27","0.00","0.0","5.0","25","0","6"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-28","0.00","0.0","4.0","40","6","17"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-29","0.00","0.0","2.0","50","17","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-11-30","0.35","8.2","8.0","54","21","21"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-01","0.00","0.0","7.0","32","6","8"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-02","0.00","0.0","7.0","31","3","8"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-03","0.00","0.0","6.0","39","8","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-04","0.00","0.0","5.0","43","19","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-05","0.08","2.1","7.0","40","19","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-06","0.41","3.5","8.0","34","26","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-07","0.00","0.0","6.0","38","12","13"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-08","0.00","0.0","6.0","38","9","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-09","0.27","2.1","8.0","37","28","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-10","0.02","0.0","8.0","35","21","21"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-11","0.00","0.0","8.0","31","3","5"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-12","0.08","2.1","10.0","34","2","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-13","0.48","9.2","16.0","33","23","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-14","0.32","5.8","22.0","31","24","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-15","0.37","6.4","25.0","31","6","7"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-16","0.05","1.0","23.0","21","3","4"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-17","0.00","0.0","20.0","19","-10","-10"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-18","0.00","0.0","19.0","17","-12","-12"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-19","0.00","0.0","18.0","21","-13","0"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-20","0.00","0.0","17.0","29","0","14"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-21","0.00","0.0","16.0","35","1","1"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-22","0.00","0.0","16.0","34","1","8"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-23","0.00","0.0","15.0","37","8","9"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-24","0.00","0.0","13.0","30","9","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-25",,,,"45","18",
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-26",,,,"35","14",
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-27",,,,"33","-2",
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-28",,,,"20","-4",
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-29",,"6.2","19.0","18","4",
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-30","0.00","0.0","18.0","16","-5","-5"
"USC00057936","STEAMBOAT SPRINGS, CO US","2019-12-31","0.00","0.0","18.0","21","-5","-5"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-01","0.02","0.4","18.0","21","-7","16"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-02","0.49","9.1","26.0","25","16","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-03","0.02","0.5","24.0","28","19","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-04","0.05","2.0","25.0","28","12","12"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-05","0.00","0.0","23.0","36","9","10"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-06","0.15","3.6","24.0","32","8",
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-07","0.05","2.0","23.0","29","13",
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-08","0.00","0.0","22.0","38","3",
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-09","0.00","0.0","22.0","37","1",
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-10","0.15","3.0","25.0","29","17",
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-11","0.00","0.0","22.0","19","-12",
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-12","0.20","7.0","29.0","15","-10",
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-13","0.12","2.5","28.0","25","14",
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-14","0.02","0.5","27.0","30","10",
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-15","0.08","3.0","27.0","38","5",
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-16","0.00","0.0","25.0","31","-2","-2"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-17","0.00","0.0","25.0","30","-3","14"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-18","0.08","3.9","28.0","30","0","1"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-19","0.00","0.0","25.0","28","-1","3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-20","0.00","0.0","24.0","30","-3","0"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-21","0.00","0.0","24.0","31","-6","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-22","0.03","1.0","25.0","37","22","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-23","0.09","2.1","25.0","35","18","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-24","0.20","1.9","24.0","29","20","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-25","0.11","1.0","23.0","37","26","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-26","0.02","0.5","23.0","37","24","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-27","0.00","0.0","23.0","40","21","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-28","0.12","3.1","25.0","31","19","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-29","0.00","0.0","25.0","31","18","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-30","0.02","0.5","25.0","30","18","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-01-31","0.11","3.5","28.0","26","5","8"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-01","0.00","0.0","26.0","26","8","21"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-02","0.00","0.0","24.0","37","3","3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-03","0.00","0.0","22.0","43","1","6"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-04","0.07","2.0","24.0","43","6","7"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-05","0.02","0.5","22.0","12","-10","-9"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-06","0.21","6.0","27.0","17","-9","9"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-07","0.59","16.1","42.0","26","9","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-08","0.17","4.1","40.0","34","24","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-09","0.16","2.7","37.0","46","20","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-10","0.03","0.5","36.0","26","0","2"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-11","0.00","0.0","35.0","20","-8","-7"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-12","0.02","0.4","34.0","21","-12","9"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-13","0.11","4.5","38.0","28","8","13"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-14","0.04","1.1","36.0","30","-3","-3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-15","0.00","0.0","33.0","41","-5","13"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-16","0.12","2.8","35.0","37","12","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-17","0.82","9.5","44.0","32","23","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-18","0.00","0.0","41.0","26","-7","-7"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-19","0.00","0.0","39.0","22","-11","0"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-20","0.00","0.0","38.0","23","-18","-17"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-21","0.00","0.0","37.0","21","-20","-14"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-22","0.00","0.0","36.0","35","-14","2"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-23","0.06","1.1","36.0","38","2","9"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-24","0.15","3.6","37.0","35","8","13"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-25","0.08","1.6","38.0","23","9","12"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-26","0.00","0.0","37.0","21","-10","-10"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-27","0.00","0.0","36.0","27","-10","3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-28","0.00","0.0","35.0","39","3","4"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-02-29","0.00","0.0","34.0","40","2","3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2020-03-01","0.00","0.0","32.0","45","3","20"
